id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
13930,MZM-1989-1-99-7,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence March 1989,,,,,4,Maputo province,Maputo province,Maputo province,,-25.500000,32.333333,POINT (32.333333 -25.5),93305,Mozambique,MOZ,541,Africa,2,4,1989-01-01 00:00:00.000,1989-01-31 00:00:00.000,0,60,0,0,60,60,60,541,
15321,MZM-1989-1-99-2,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-01-14 ""REBELS SAY THEY HIT OIL PIPELINE, KILLED 32 SOLDIERS"" African Defence March 1989",,,,RENAMO,6,Mozambique,Mozambique,,,-18.250000,35.000000,POINT (35 -18.25),103391,Mozambique,MOZ,541,Africa,2,2,1989-01-07 00:00:00.000,1989-01-11 00:00:00.000,0,0,0,0,0,10,0,541,
15514,MZM-1989-1-99-1,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-01-14 ""REBELS SAY THEY HIT OIL PIPELINE, KILLED 32 SOLDIERS""; African Defence March 1989",,,,RENAMO,2,Macomia,Macomia town (near),Nampula province,Cabo Delgado district,-15.038056,37.833611,POINT (37.833611 -15.038056),107716,Mozambique,MOZ,541,Africa,2,2,1989-01-07 00:00:00.000,1989-01-11 00:00:00.000,0,0,0,0,0,22,0,541,
15529,MZM-1989-1-99-3.1,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,1,Xinavane town,Xinavane town (army barracks),Maputo province,Manhica district,-25.042222,32.786944,POINT (32.786944 -25.042222),93306,Mozambique,MOZ,541,Africa,2,2,1989-01-21 00:00:00.000,1989-01-24 00:00:00.000,0,0,0,0,0,9,0,541,
15323,MZM-1989-1-99-3.2,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,1,Palmeira,Palmeira (Palmeiras) town (army barracks),Maputo province,Manhica district,-25.255278,32.872778,POINT (32.872778 -25.255278),93306,Mozambique,MOZ,541,Africa,2,2,1989-01-21 00:00:00.000,1989-01-24 00:00:00.000,0,0,0,0,0,9,0,541,
15352,MZM-1989-1-99-3.3,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,2,Maputo city,"Maputo city (near, Ponta de Ouro army barracks near Maputo city)",Maputo province,Maputo district,-25.965278,32.589167,POINT (32.589167 -25.965278),92586,Mozambique,MOZ,541,Africa,2,2,1989-01-21 00:00:00.000,1989-01-24 00:00:00.000,0,0,0,0,0,9,0,541,
15359,MZM-1989-1-99-3.4,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,1,Namaacha town,Namaacha town (army barracks),Maputo province,Namaacha district,-25.970278,32.025556,POINT (32.025556 -25.970278),92585,Mozambique,MOZ,541,Africa,2,2,1989-01-21 00:00:00.000,1989-01-24 00:00:00.000,0,0,0,0,0,10,0,541,
15405,MZM-1989-1-99-4,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,1,Marromeu location,Marromeu location,Sofala province,Marromeu district,-18.290833,35.945278,POINT (35.945278 -18.290833),103392,Mozambique,MOZ,541,Africa,1,1,1989-01-23 00:00:00.000,1989-01-23 00:00:00.000,0,0,0,0,0,12,0,541,
15154,MZM-1989-1-99-5,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,1,Guija town,Guija town,Gaza province,Guijá district,-24.497500,33.013333,POINT (33.013333 -24.4975),94747,Mozambique,MOZ,541,Africa,1,2,1989-01-28 00:00:00.000,1989-01-29 00:00:00.000,0,0,0,0,0,29,0,541,
15411,MZM-1989-1-99-6,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-02 ""REBELS SAY THEY KILLED 92, SHOT DOWN HELICOPTERS",,,,RENAMO,4,Nampula province,Nampula province,Nampula province,,-15.000000,39.000000,POINT (39 -15),108439,Mozambique,MOZ,541,Africa,1,1,1989-01-30 00:00:00.000,1989-01-30 00:00:00.000,0,0,0,0,0,14,0,541,
13188,MZM-1989-1-99-8,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-08 ""REBELS DOUBT IF ""ANGOLA-STYLE"" PEACE PLAN SUITABLE",,,,RENAMO,2,Muanza town,Muanza town (near),Sofala province,Muanza district,-18.897222,34.792778,POINT (34.792778 -18.897222),102670,Mozambique,MOZ,541,Africa,1,1,1989-02-07 00:00:00.000,1989-02-07 00:00:00.000,0,0,0,0,0,21,0,541,
15426,MZM-1989-1-99-9,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-21 ""REBELS SAY THEY KILL 22 IN ATTACK ON BARRACKS",,,,RENAMO,1,Magude town,Magude town,Maputo province,Magude district,-25.023056,32.648056,POINT (32.648056 -25.023056),93306,Mozambique,MOZ,541,Africa,1,1,1989-02-16 00:00:00.000,1989-02-16 00:00:00.000,0,0,0,0,0,22,0,541,
15343,MZM-1989-1-99-10,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-24 ""REBELS SAY 29 MOZAMBICAN, 14 FOREIGN SOLDIERS KILLED",,,,RENAMO,1,Inharrime location,Inharrime location,Inhambane province,Inharrime district,-24.476944,35.030278,POINT (35.030278 -24.476944),94751,Mozambique,MOZ,541,Africa,1,1,1989-02-21 00:00:00.000,1989-02-21 00:00:00.000,0,0,0,0,0,13,0,541,
15303,MZM-1989-1-99-11,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-02-24 ""REBELS SAY 29 MOZAMBICAN, 14 FOREIGN SOLDIERS KILLED",,,,RENAMO,1,Mucuburi town,Mocuburi location,Nampula province,Mecuburi district,-14.655833,38.890833,POINT (38.890833 -14.655833),108438,Mozambique,MOZ,541,Africa,1,1,1989-02-21 00:00:00.000,1989-02-21 00:00:00.000,0,0,0,0,0,30,0,541,
15279,MZM-1989-1-99-12,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-07 ""REBELS SAY THEY KILLED 20 MOZAMBICAN AND 30 FOREIGN SOLDIERS",,,,RENAMO,4,Zambézia province,Zambézia Province (Barracks at Ruace),Zambézia province,,-17.000000,37.000000,POINT (37 -17),105555,Mozambique,MOZ,541,Africa,1,1,1989-02-28 00:00:00.000,1989-02-28 00:00:00.000,0,0,0,0,0,11,0,541,
15406,MZM-1989-1-99-13,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-07 ""REBELS SAY THEY KILLED 20 MOZAMBICAN AND 30 FOREIGN SOLDIERS",,,,RENAMO,1,Mavago location,Mavago location,Niassa province,Mavago district,-12.484167,36.183611,POINT (36.183611 -12.484167),112033,Mozambique,MOZ,541,Africa,1,1,1989-03-01 00:00:00.000,1989-03-01 00:00:00.000,0,0,0,0,0,22,0,541,
15568,MZM-1989-1-99-14,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-07 ""REBELS SAY THEY KILLED 20 MOZAMBICAN AND 30 FOREIGN SOLDIERS",,,,RENAMO,4,Tete province,Tete province,Tete province,,-15.500000,33.000000,POINT (33 -15.5),107707,Mozambique,MOZ,541,Africa,1,1,1989-03-03 00:00:00.000,1989-03-03 00:00:00.000,0,0,0,0,0,17,0,541,
15517,MZM-1989-1-99-16,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-30 ""REBELS SAY THEY KILLED 32 CIVILIANS [sic.] AND 22 FOREIGN SOLDIERS",,,,RENAMO,1,Pessene location,Pessene location,Maputo province,Moamba district,-25.692222,32.350278,POINT (32.350278 -25.692222),92585,Mozambique,MOZ,541,Africa,1,1,1989-03-20 00:00:00.000,1989-03-20 00:00:00.000,0,0,0,0,0,13,0,541,
15365,MZM-1989-1-99-17,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-30 ""REBELS SAY THEY KILLED 32 CIVILIANS [sic.] AND 22 FOREIGN SOLDIERS",,,,RENAMO,4,Zambézia province,Zambézia province (Army post at Nzero),Zambézia province,,-17.000000,37.000000,POINT (37 -17),105555,Mozambique,MOZ,541,Africa,1,1,1989-03-21 00:00:00.000,1989-03-21 00:00:00.000,0,0,0,0,0,14,0,541,
15330,MZM-1989-1-99-18,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-30 ""REBELS SAY THEY KILLED 32 CIVILIANS [sic.] AND 22 FOREIGN SOLDIERS",,,,RENAMO,1,Dondo town,Dondo town,Sofala province,Dondo district,-19.609444,34.743056,POINT (34.743056 -19.609444),101230,Mozambique,MOZ,541,Africa,1,1,1989-03-22 00:00:00.000,1989-03-22 00:00:00.000,0,0,0,0,0,10,0,541,
15473,MZM-1989-1-99-15,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-03-30 ""REBELS SAY THEY KILLED 32 CIVILIANS [sic.] AND 22 FOREIGN SOLDIERS",,,,RENAMO,4,Niassa province,Niassa province (Napacala barracks),Niassa province,,-13.000000,37.000000,POINT (37 -13),111315,Mozambique,MOZ,541,Africa,1,1,1989-03-25 00:00:00.000,1989-03-25 00:00:00.000,0,0,0,0,0,17,0,541,
13206,MZM-1989-1-99-19,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,Africa Confidential vol 30 no 13,,,,,2,Magude town,Magude town (near),Maputo province,Magude district,-25.023056,32.648056,POINT (32.648056 -25.023056),93306,Mozambique,MOZ,541,Africa,2,4,1989-04-01 00:00:00.000,1989-04-30 00:00:00.000,0,66,0,0,66,66,66,541,
15558,MZM-1989-1-99-20,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-04-08 ""TROOPS REPORTED TO HAVE KILLED 12 REBELS",,,,official sources,1,Marracuene town,Marracuene town,Maputo province,Marracuene district,-25.736944,32.676389,POINT (32.676389 -25.736944),92586,Mozambique,MOZ,541,Africa,1,1,1989-04-07 00:00:00.000,1989-04-07 00:00:00.000,0,12,0,0,12,16,12,541,
15260,MZM-1989-1-99-21,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-04-15 ""TROOPS KILL 20 REBELS IN MOZAMBIQUE",,,,Zim army spokesman,5,Southern Mozambique,Mozambique southern,,,-23.500000,33.000000,POINT (33 -23.5),96187,Mozambique,MOZ,541,Africa,1,1,1989-04-10 00:00:00.000,1989-04-10 00:00:00.000,0,20,0,0,20,20,20,541,
15452,MZM-1989-1-99-49,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-07-15 ""MOZAMBIQUE SAYS TROOPS KILLED 1,000 MNR REBELS IN THREE MONTHS",,,,semi-official paper Noticias,6,Mozambique,Mozambique,,,-18.250000,35.000000,POINT (35 -18.25),103391,Mozambique,MOZ,541,Africa,2,5,1989-04-15 00:00:00.000,1989-07-15 00:00:00.000,0,0,0,0,0,554,0,541,
15448,MZM-1989-1-99-22,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-04 ""GOVERNMENT SAYS 287 MNR REBELS KILLED""; African defence June 1989",,,,army statement,3,Gorongosa district,Gorongosa district,Sofala province,Gorongosa district,-18.500000,34.250000,POINT (34.25 -18.5),103389,Mozambique,MOZ,541,Africa,2,3,1989-04-24 00:00:00.000,1989-04-30 00:00:00.000,0,287,0,0,287,287,287,541,
15429,MZM-1989-1-99-23,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African defence June 1989,,,,army statement,3,Morrumbene district,Morrumbene district,Inhambane province,Morrumbene district,-23.516667,35.066667,POINT (35.066667 -23.516667),95471,Mozambique,MOZ,541,Africa,2,3,1989-04-24 00:00:00.000,1989-04-30 00:00:00.000,0,16,0,0,16,16,16,541,
15370,MZM-1989-1-99-25,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,,4,Tete province,Tete province (Nova Frontiera village),Tete province,,-15.500000,33.000000,POINT (33 -15.5),107707,Mozambique,MOZ,541,Africa,1,1,1989-04-27 00:00:00.000,1989-04-27 00:00:00.000,0,11,0,0,11,11,11,541,
15335,MZM-1989-1-99-24,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-03 ""REBELS KILL NINE PEOPLE IN MOZAMBIQUE, NEWSPAPER SAYS",,,,semi-official paper Noticias,1,Chibuto town,Chibuto town,Gaza province,Chibuto district,-24.686667,33.530556,POINT (33.530556 -24.686667),94028,Mozambique,MOZ,541,Africa,1,1,1989-04-30 00:00:00.000,1989-04-30 00:00:00.000,0,8,0,0,8,17,8,541,
15296,MZM-1989-1-99-27,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,,1,Macuacua  location,Macuacua  location,Gaza province,Bilene district,-24.951111,33.125000,POINT (33.125 -24.951111),94027,Mozambique,MOZ,541,Africa,2,4,1989-05-01 00:00:00.000,1989-05-15 00:00:00.000,0,15,0,0,15,15,15,541,
15348,MZM-1989-1-99-28,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,,4,Gaza province,Gaza province,Gaza province,,-23.500000,33.000000,POINT (33 -23.5),96187,Mozambique,MOZ,541,Africa,2,4,1989-05-01 00:00:00.000,1989-05-15 00:00:00.000,0,15,0,0,15,15,15,541,
13922,MZM-1989-1-99-29,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,,2,Namina area,Namina area,Nampula province,,-14.941389,38.691944,POINT (38.691944 -14.941389),108438,Mozambique,MOZ,541,Africa,1,1,1989-05-09 00:00:00.000,1989-05-09 00:00:00.000,0,80,0,0,80,80,80,541,
15536,MZM-1989-1-99-32,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,,1,Beira town,"Beira town, Sofala Province (outskirts of)",Sofala province,Dondo district,-19.843611,34.838889,POINT (34.838889 -19.843611),101230,Mozambique,MOZ,541,Africa,2,2,1989-05-10 00:00:00.000,1989-05-11 00:00:00.000,0,17,0,0,17,17,17,541,
15424,MZM-1989-1-99-33,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,RENAMO,2,Maputo city,Maputo city (around),Maputo province,Maputo district,-25.965278,32.589167,POINT (32.589167 -25.965278),92586,Mozambique,MOZ,541,Africa,2,2,1989-05-14 00:00:00.000,1989-05-16 00:00:00.000,0,0,0,0,0,43,0,541,
15390,MZM-1989-1-99-31,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-23 ""MOZAMBICAN REBELS SAY THEY KILLED 59 SOLDIERS, BLEW UP TRAINS",,,,RENAMO,2,Chimoio town,Chimoio town (near),Manica province,Gondola district,-19.116389,33.483333,POINT (33.483333 -19.116389),101947,Mozambique,MOZ,541,Africa,1,1,1989-05-19 00:00:00.000,1989-05-19 00:00:00.000,0,0,0,0,0,5,0,541,
15396,MZM-1989-1-99-34,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-23 ""MOZAMBICAN REBELS SAY THEY KILLED 59 SOLDIERS, BLEW UP TRAINS",,,,RENAMO,1,Mocuba location,Mocuba location,Zambézia province,Mocuba district,-16.837500,36.985556,POINT (36.985556 -16.8375),105554,Mozambique,MOZ,541,Africa,1,1,1989-05-19 00:00:00.000,1989-05-19 00:00:00.000,0,0,0,0,0,25,0,541,
15399,MZM-1989-1-99-26,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-23 ""MOZAMBICAN REBELS SAY THEY KILLED 59 SOLDIERS, BLEW UP TRAINS",,,,RENAMO,1,Chiuta town,Chiuta town,Tete province,Chiuta district,-15.562222,33.289722,POINT (33.289722 -15.562222),106987,Mozambique,MOZ,541,Africa,2,2,1989-05-20 00:00:00.000,1989-05-22 00:00:00.000,0,0,0,0,0,21,0,541,
15345,MZM-1989-1-99-30,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-23 ""MOZAMBICAN REBELS SAY THEY KILLED 59 SOLDIERS, BLEW UP TRAINS",,,,RENAMO,6,Mozambique,Mozambique,,,-18.250000,35.000000,POINT (35 -18.25),103391,Mozambique,MOZ,541,Africa,2,2,1989-05-20 00:00:00.000,1989-05-22 00:00:00.000,0,0,0,0,0,16,0,541,
15371,MZM-1989-1-99-35,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-28 ""MOZAMBICAN REBELS SAY THEY KILLED 14 SOLDIERS",,,,RENAMO,1,Jangamo town,Jangamo town,Inhambane province,Jangamo district,-24.112222,35.318056,POINT (35.318056 -24.112222),94751,Mozambique,MOZ,541,Africa,2,1,1989-05-20 00:00:00.000,1989-05-20 00:00:00.000,0,0,0,0,0,8,0,541,
15381,MZM-1989-1-99-36,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence July 1989,,,,source from Frelimo general staff,1,Capirinjanje town,Capirinjanje town,Tete province,Moatize district,-15.760556,34.234444,POINT (34.234444 -15.760556),106989,Mozambique,MOZ,541,Africa,1,2,1989-05-21 00:00:00.000,1989-05-26 00:00:00.000,0,15,0,0,15,15,15,541,
15412,MZM-1989-1-99-37,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-28 ""MOZAMBICAN REBELS SAY THEY KILLED 14 SOLDIERS",,,,RENAMO,1,Guija town,Guija town,Gaza province,Guijá district,-24.497500,33.013333,POINT (33.013333 -24.4975),94747,Mozambique,MOZ,541,Africa,1,3,1989-05-22 00:00:00.000,1989-05-28 00:00:00.000,0,0,0,0,0,6,0,541,
15460,MZM-1989-1-99-38,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-05-30 ""REBELS SAY THEY KILLED 32 MOZAMBICAN AND TANZANIAN SOLDIERS",,,,RENAMO,1,Lioma location,Lioma location,Zambézia province,Gurue district,-15.170000,36.804722,POINT (36.804722 -15.17),107714,Mozambique,MOZ,541,Africa,1,1,1989-05-29 00:00:00.000,1989-05-29 00:00:00.000,0,0,0,0,0,32,0,541,
15523,MZM-1989-1-99-40,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-20 ""MOZAMBIQUE ARMY AND REBELS REPORT BLOODY CLASHES, MANY KILLED",,,,semi-official paper Noticias,6,Mozambique,Mozambique,,,-18.250000,35.000000,POINT (35 -18.25),103391,Mozambique,MOZ,541,Africa,2,4,1989-06-01 00:00:00.000,1989-06-14 00:00:00.000,0,126,0,0,126,214,126,541,
15547,MZM-1989-1-99-41,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence August 1989,,,,,4,Gaza province,Gaza province,Gaza province,,-23.500000,33.000000,POINT (33 -23.5),96187,Mozambique,MOZ,541,Africa,2,4,1989-06-01 00:00:00.000,1989-06-14 00:00:00.000,0,20,0,0,20,20,20,541,
15413,MZM-1989-1-99-39,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence August 1989,,,,RENAMO,2,Maputo city,Maputo city (near),Maputo province,Maputo district,-25.965278,32.589167,POINT (32.589167 -25.965278),92586,Mozambique,MOZ,541,Africa,2,3,1989-06-03 00:00:00.000,1989-06-09 00:00:00.000,0,0,0,0,0,94,0,541,
15369,MZM-1989-1-99-42,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,African Defence August 1989,,,,provincial armed forces,3,Gurue district,Gurue district,Zambézia province,Gurue district,-15.165000,36.943056,POINT (36.943056 -15.165),107714,Mozambique,MOZ,541,Africa,1,1,1989-06-04 00:00:00.000,1989-06-04 00:00:00.000,0,35,0,0,35,35,35,541,
15466,MZM-1989-1-99-43,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"The Globe and Mail 1989-06-12 ""AROUND THE WORLD 44 Renamo guerrillas killed in raid of military base",,,,"AIM, official news agency",1,Machubane town,Machubane town (in Gaza province),Gaza province,Mandlakazi district,-24.593889,34.090833,POINT (34.090833 -24.593889),94029,Mozambique,MOZ,541,Africa,1,1,1989-06-09 00:00:00.000,1989-06-09 00:00:00.000,0,44,0,0,44,44,44,541,
15563,MZM-1989-1-99-46,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-20 ""MOZAMBIQUE REBELS SAY THEY KILLED 59 SOLDIERS, WIPED OUT CONVOY",,,,RENAMO,6,Mozambique,Mozambique,,,-18.250000,35.000000,POINT (35 -18.25),103391,Mozambique,MOZ,541,Africa,2,3,1989-06-12 00:00:00.000,1989-06-18 00:00:00.000,0,0,0,0,0,38,0,541,
15417,MZM-1989-1-99-45,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-20 ""MOZAMBIQUE REBELS SAY THEY KILLED 59 SOLDIERS, WIPED OUT CONVOY",,,,RENAMO,1,Furancungo town,Furancungo town,Tete province,Macanga district,-14.896944,33.615000,POINT (33.615 -14.896944),108428,Mozambique,MOZ,541,Africa,1,2,1989-06-12 00:00:00.000,1989-06-17 00:00:00.000,0,0,0,0,0,24,0,541,
15422,MZM-1989-1-99-44,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-20 ""MOZAMBIQUE REBELS SAY THEY KILLED 59 SOLDIERS, WIPED OUT CONVOY",,,,RENAMO,4,Tete province,Tete province (between Zimbabwe border and Tete),Tete province,,-15.500000,33.000000,POINT (33 -15.5),107707,Mozambique,MOZ,541,Africa,2,3,1989-06-12 00:00:00.000,1989-06-18 00:00:00.000,0,0,0,0,0,6,0,541,
15364,MZM-1989-1-99-47.2,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-27 ""MOZAMBICAN REBELS SAY THEY KILLED 34, BLASTED CONVOY AND TANKS",,,,RENAMO,1,Malema town,Malema town,Nampula province,Mecuburi district,-14.779444,38.616389,POINT (38.616389 -14.779444),108438,Mozambique,MOZ,541,Africa,1,1,1989-06-19 00:00:00.000,1989-06-19 00:00:00.000,0,0,0,0,0,15,0,541,
15329,MZM-1989-1-99-47.3,1989,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,-1,"Reuters 1989-06-27 ""MOZAMBICAN REBELS SAY THEY KILLED 34, BLASTED CONVOY AND TANKS",,,,RENAMO,4,Sofala province,Sofala province,Sofala province,,-19.764722,34.928611,POINT (34.928611 -19.764722),101230,Mozambique,MOZ,541,Africa,1,1,1989-06-19 00:00:00.000,1989-06-19 00:00:00.000,0,0,0,0,0,12,0,541,
