id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#geo+lon,,,#country+name,#country+code,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
233756,MZM-2016-1-99-7,2016,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,1,"""Agence France Presse,2016-11-01,Spate of politician killings in Mozambique""",Agence France Presse,2016-11-01,Spate of politician killings in Mozambique,Renamo,3,Gurue district,Gurue,Zambézia province,Gurue district,-15.165000,36.943056,POINT (36.943056 -15.165),107714,Mozambique,MOZ,541,Africa,1,1,2016-10-27 00:00:00.000,2016-10-27 00:00:00.000,0,0,0,0,0,1,0,541,
233755,MZM-2016-1-99-6,2016,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,2,"""All Africa,2016-11-01,Renamo Murders Two Frelimo Officials in Sofala"";""Agence France Presse,2016-11-01,Spate of politician killings in Mozambique""",All Africa;Agence France Presse,2016-11-01;2016-11-01,Renamo Murders Two Frelimo Officials in Sofala;Spate of politician killings in Mozambique,Witness,2,Mutua town,"Mutua region of Dondo district, about 50 kilometres west of Beira",Sofala province,Dondo district,-19.498760,34.598440,POINT (34.59844 -19.49876),101950,Mozambique,MOZ,541,Africa,1,2,2016-10-29 00:00:00.000,2016-10-30 00:00:00.000,2,0,0,0,2,2,2,541,
233753,MZM-2016-1-99-5,2016,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,2,"""All Africa,2016-11-01,Senior Renamo Official Murdered in Beira"";""Agence France Presse,2016-11-01,Spate of politician killings in Mozambique""",All Africa;Agence France Presse,2016-11-01;2016-11-01,Senior Renamo Official Murdered in Beira;Spate of politician killings in Mozambique,witnesses,1,Beira town,Beira town,Sofala province,Dondo district,-19.843611,34.838889,POINT (34.838889 -19.843611),101230,Mozambique,MOZ,541,Africa,1,1,2016-10-30 00:00:00.000,2016-10-30 00:00:00.000,0,0,0,0,0,1,0,541,
323762,MZM-2016-1-722-15,2016,1,Clear,1,332,332,Mozambique: Government,722,722,Government of Mozambique - Renamo,100,100,Government of Mozambique,498,498,Renamo,2,"""VOA,2016-11-10,RENAMO diz que recebeu proposta para encontro entre Dhlakama e Guebuza"";""Noticia Saominuto,2016-11-10,Exército ""abate homem armado"" durante ataque em Moçambique""",VOA;Noticia Saominuto,2016-11-10;2016-11-10,"RENAMO diz que recebeu proposta para encontro entre Dhlakama e Guebuza;Exército ""abate homem armado"" durante ataque em Moçambique","government sources, locals",1,Canda village,"Canda's police station, on the slopes of the Serra da Gorongosa,",Sofala province,Gorongosa district,-18.485560,33.980830,POINT (33.98083 -18.48556),103388,Mozambique,MOZ,541,Africa,1,2,2016-11-06 00:00:00.000,2016-11-07 00:00:00.000,0,1,0,0,1,2,1,541,
293726,AFG-2019-3-973-99,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,3,"""Terrorism Monitor,2019-07-26,Mozambique: Islamic State Claims Reveal Little About Ansar al-Sunna"";""Melisa,2019-07-25,#ISCAP claimed the killing of 4 alleged spies working for #Mozambican Army in Mocimboa da Praia, #Mozambique."";""Carta de Mocambique,2019-07-29,Insurgência em Cabo Delgado: Três civis e dois militares morrem em mais um ataque em Macomia """,Terrorism Monitor;Melisa;Carta de Mocambique,2019-07-26;2019-07-25;2019-07-29,"Mozambique: Islamic State Claims Reveal Little About Ansar al-Sunna;#ISCAP claimed the killing of 4 alleged spies working for #Mozambican Army in Mocimboa da Praia, #Mozambique.;Insurgência em Cabo Delgado: Três civis e dois militares morrem em mais um ataque em Macomia","IS, Carta de Mocambique",2,Maculo village,village of Makoul in Cabo Delgado’s Mocimboa da Praia district.,Cabo Delgado province,Mocímboa da Praia district,-11.265830,40.420000,POINT (40.42 -11.26583),113481,Mozambique,MOZ,541,Africa,1,1,2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,0,0,0,0,0,4,0,,
300127,AFG-2019-3-973-229,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-09,Cabo Delgado War Continues""",All Africa,2019-08-09,Cabo Delgado War Continues,Carta de Mocambique,1,Cogolo village,"Cogolo, Macomia",Cabo Delgado province,Macomia district,-11.930964,40.436543,POINT (40.436543 -11.930964),112761,Mozambique,MOZ,541,Africa,1,1,2019-07-25 00:00:00.000,2019-07-25 00:00:00.000,0,0,3,0,3,3,3,,
293736,AFG-2019-3-973-230,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""VDC,2014-05-31,VDC May 2014"";""Carta de Mocambique,2019-08-05,Insurgência em Cabo Delgado: Mais uma incursão em Muidumbe e Macomia resulta em duas mortes """,VDC;Carta de Mocambique,2014-05-31;2019-08-05,VDC May 2014;Insurgência em Cabo Delgado: Mais uma incursão em Muidumbe e Macomia resulta em duas mortes,Carta de Mocambique,2,Primeiro de Maio-Nguri village,Demaio region of Muidumbe district,Cabo Delgado province,Muidumbe district,-11.806286,40.109949,POINT (40.109949 -11.806286),112761,Mozambique,MOZ,541,Africa,1,1,2019-07-28 00:00:00.000,2019-07-28 00:00:00.000,0,0,2,0,2,2,2,,
323402,AFG-2019-3-973-231,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-12,Mozambique: Further Insurgent Attacks in Cabo Delgado""",All Africa,2019-08-12,Mozambique: Further Insurgent Attacks in Cabo Delgado,Carta de Mocambique,2,Limala village,"near Limala village, in Mocimboa da Praia district.",Cabo Delgado province,Mocímboa da Praia district,-11.674260,40.271608,POINT (40.271608 -11.67426),112761,Mozambique,MOZ,541,Africa,1,1,2019-08-05 00:00:00.000,2019-08-05 00:00:00.000,0,0,1,0,1,1,1,,
300130,AFG-2019-3-973-232,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""Carta de Mocambique,2019-08-13,FDS abatem mais de 15 insurgentes em Palma e estes, em resposta, “carbonizam” três civis em Macomia. Guerra ou terrorismo? "";""All Africa,2019-08-13,Defence Forces Kill 15 Insurgents
CR 	Agencia de Informacao de Mocambique""",Carta de Mocambique;All Africa,2019-08-13;2019-08-13,"FDS abatem mais de 15 insurgentes em Palma e estes, em resposta, “carbonizam” três civis em Macomia. Guerra ou terrorismo? ;Defence Forces Kill 15 Insurgents
CR 	Agencia de Informacao de Mocambique",Carta de Mocambique,2,Simbolongo village,"Simbolongo area, in the Mucojo Administrative Post, Macomia district",Cabo Delgado province,Macomia district,-11.955216,40.442130,POINT (40.44213 -11.955216),112761,Mozambique,MOZ,541,Africa,1,1,2019-08-10 00:00:00.000,2019-08-10 00:00:00.000,0,0,3,0,3,3,3,,
300285,AFG-2019-3-973-233,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores """,Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores,Carta de Mocambique,2,Milamba village,"village of Milamba, Quiterajo, Macomia district,",Cabo Delgado province,Macomia district,-11.818889,40.448333,POINT (40.448333 -11.818889),112761,Mozambique,MOZ,541,Africa,1,1,2019-08-17 00:00:00.000,2019-08-17 00:00:00.000,0,0,3,0,3,3,3,,
300287,AFG-2019-3-973-235,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores """,Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores,Carta de Mocambique,2,Quiterajo village,between Quiterajo and Milamba,Cabo Delgado province,Macomia district,-11.750652,40.442179,POINT (40.442179 -11.750652),112761,Mozambique,MOZ,541,Africa,1,1,2019-08-17 00:00:00.000,2019-08-17 00:00:00.000,0,0,7,0,7,7,7,,
300288,AFG-2019-3-973-234,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores """,Carta de Mocambique,2019-08-19,Insurgência em Cabo Delgado: Filipe Nyusi aponta Beira como bastião de alguns financiadores,Carta de Mocambique,2,Ilala village,farm by Ilala,Cabo Delgado province,Macomia district,-11.879167,40.423611,POINT (40.423611 -11.879167),112761,Mozambique,MOZ,541,Africa,1,2,2019-08-17 00:00:00.000,2019-08-19 00:00:00.000,0,0,1,0,1,1,1,,
300128,AFG-2019-3-973-210,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""BBC Monitoring Africa,2019-08-22,IS claims killing nine ""spies"" for Mozambique army""",BBC Monitoring Africa,2019-08-22,"IS claims killing nine ""spies"" for Mozambique army",IS,2,Ntamba village,"village it named as ""Ndambha"", said to be located in Macomia District of Cabo Delgado Province",Cabo Delgado province,Nangade district,-11.429755,39.740691,POINT (39.740691 -11.429755),113480,Mozambique,MOZ,541,Africa,1,1,2019-08-21 00:00:00.000,2019-08-21 00:00:00.000,0,0,0,0,0,9,0,,
300173,AFG-2019-3-973-237,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado""",All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado,AIM,2,Machava village,"Machava, Nangade district",Cabo Delgado province,Nangade district,-11.015000,39.903056,POINT (39.903056 -11.015),113480,Mozambique,MOZ,541,Africa,1,1,2019-08-23 00:00:00.000,2019-08-23 00:00:00.000,0,0,2,0,2,2,2,,
300175,AFG-2019-3-973-236,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado""",All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado,AIM,1,Nangade town,an outer neighbourhood of Nangade town.,Cabo Delgado province,Nangade district,-11.074488,39.674699,POINT (39.674699 -11.074488),113480,Mozambique,MOZ,541,Africa,1,1,2019-08-23 00:00:00.000,2019-08-23 00:00:00.000,0,0,3,0,3,3,3,,
300172,AFG-2019-3-973-238,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado""",All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado,Carta da Mocambique,1,Ulo village,Ulo village in Mocimboa da Praia,Cabo Delgado province,Mocímboa da Praia district,-11.406110,40.470560,POINT (40.47056 -11.40611),113481,Mozambique,MOZ,541,Africa,1,1,2019-08-26 00:00:00.000,2019-08-26 00:00:00.000,0,0,1,0,1,1,1,,
300169,AFG-2019-3-973-241,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado"";""Carta de Mocambique,2019-08-29,Ataques em Cabo Delgado: Insurgentes decapitam empresário e FDS detêm outro em Mocímboa da Praia """,All Africa;Carta de Mocambique,2019-08-30;2019-08-29,13 Killed in Past Week in Cabo Delgado;Ataques em Cabo Delgado: Insurgentes decapitam empresário e FDS detêm outro em Mocímboa da Praia,Carta da Mocambique,2,Malinga village,"village of Camalinga, near Quelimane village, Mocimboa da Praia district",Cabo Delgado province,Mocímboa da Praia district,-11.192220,40.258610,POINT (40.25861 -11.19222),113481,Mozambique,MOZ,541,Africa,1,1,2019-08-27 00:00:00.000,2019-08-27 00:00:00.000,0,0,2,0,2,2,2,,
300170,AFG-2019-3-973-240,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado"";""Crisis Watch,2019-09-01,Mozambique August 2019""",All Africa;Crisis Watch,2019-08-30;2019-09-01,13 Killed in Past Week in Cabo Delgado;Mozambique August 2019,Carta da Mocambique,2,Nacotuco village,between Pangane and village of Nacotuco,Cabo Delgado province,Macomia district,-12.007379,40.454151,POINT (40.454151 -12.007379),112041,Mozambique,MOZ,541,Africa,1,1,2019-08-27 00:00:00.000,2019-08-27 00:00:00.000,0,0,4,0,4,4,4,,
300171,AFG-2019-3-973-239,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado""",All Africa,2019-08-30,13 Killed in Past Week in Cabo Delgado,Carta da Mocambique,1,Simbolongo village,Simbolongo,Cabo Delgado province,Macomia district,-11.955216,40.442130,POINT (40.44213 -11.955216),112761,Mozambique,MOZ,541,Africa,1,1,2019-08-27 00:00:00.000,2019-08-27 00:00:00.000,0,0,1,0,1,1,1,,
305844,AFG-2019-3-973-242,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-09-11,Insurgência em Cabo Delgado: Três mortos em Muidumbe """,Carta de Mocambique,2019-09-11,Insurgência em Cabo Delgado: Três mortos em Muidumbe,Carta de Mocambique,1,Neguri village,"Nguri, Muidumbe district",Cabo Delgado province,Muidumbe district,-11.744731,40.059414,POINT (40.059414 -11.744731),112761,Mozambique,MOZ,541,Africa,1,1,2019-09-09 00:00:00.000,2019-09-09 00:00:00.000,0,0,3,0,3,3,3,,
305855,AFG-2019-3-973-244,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-09-12,Insurgência em Cabo Delgado: Malfeitores atacam, matam e destroem em Macomia """,Carta de Mocambique,2019-09-12,"Insurgência em Cabo Delgado: Malfeitores atacam, matam e destroem em Macomia",carta de mocambique,1,Mitacata village,"village of Mitacata, located less than 1 km from the headquarters of the Quiterajo Administrative Post",Cabo Delgado province,Macomia district,-11.752222,40.430833,POINT (40.430833 -11.752222),112761,Mozambique,MOZ,541,Africa,1,1,2019-09-10 00:00:00.000,2019-09-10 00:00:00.000,0,0,1,0,1,1,0,,
306156,AFG-2019-3-973-243,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-09-26,Malfeitores voltam a escalar Pequeue, mas sem causar mortes """,Carta de Mocambique,2019-09-26,"Malfeitores voltam a escalar Pequeue, mas sem causar mortes",Carta,1,Mitacata village,Mitacata village,Cabo Delgado province,Macomia district,-11.752222,40.430833,POINT (40.430833 -11.752222),112761,Mozambique,MOZ,541,Africa,1,2,2019-09-16 00:00:00.000,2019-09-21 00:00:00.000,0,0,9,0,9,9,0,,
305513,AFG-2019-3-973-200,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,4,"""Agence France Presse,2019-09-24,12 killed in jihadist attacks in Mozambique"";""All Africa,2019-09-25,Terrorists Kill At Least 10 in Cabo Delgado Attack
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2019-09-26,Ataques em Cabo Delgado: Mais de 18 civis mortos em 3 ataques em Mocímboa da Praia, Muidumbe e Palma "";""Carta de Mocambique,2019-10-09,Ataques em Cabo Delgado: Governo diz ter abatido “número considerável” de “malfeitores” """,Agence France Presse;All Africa;Carta de Mocambique;Carta de Mocambique,2019-09-24;2019-09-25;2019-09-26;2019-10-09,"12 killed in jihadist attacks in Mozambique;Terrorists Kill At Least 10 in Cabo Delgado Attack
CR 	Agencia de Informacao de Mocambique;Ataques em Cabo Delgado: Mais de 18 civis mortos em 3 ataques em Mocímboa da Praia, Muidumbe e Palma ;Ataques em Cabo Delgado: Governo diz ter abatido “número considerável” de “malfeitores”","officials, Carta de Mocambique",1,Mbau village,"village of Mbau, in Mocimbao da Praia district,",Cabo Delgado province,Mocímboa da Praia district,-11.625833,40.176111,POINT (40.176111 -11.625833),112761,Mozambique,MOZ,541,Africa,1,1,2019-09-23 00:00:00.000,2019-09-23 00:00:00.000,0,0,10,0,10,10,10,,
305514,AFG-2019-3-973-245,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,3,"""Carta de Mocambique,2019-09-26,Ataques em Cabo Delgado: Mais de 18 civis mortos em 3 ataques em Mocímboa da Praia, Muidumbe e Palma "";""All Africa,2019-09-25,Terrorists Kill At Least 10 in Cabo Delgado Attack
CR 	Agencia de Informacao de Mocambique"";""Agence France Presse,2019-09-24,12 killed in jihadist attacks in Mozambique""",Carta de Mocambique;All Africa;Agence France Presse,2019-09-26;2019-09-25;2019-09-24,"Ataques em Cabo Delgado: Mais de 18 civis mortos em 3 ataques em Mocímboa da Praia, Muidumbe e Palma ;Terrorists Kill At Least 10 in Cabo Delgado Attack
CR 	Agencia de Informacao de Mocambique;12 killed in jihadist attacks in Mozambique",villager,2,Limala village,"village of Mindumbe / Lindala village, in Muidumbe district / village of Limala, Muenguela, district of Muidumbe",Cabo Delgado province,Mocímboa da Praia district,-11.674260,40.271608,POINT (40.271608 -11.67426),112761,Mozambique,MOZ,541,Africa,1,1,2019-09-23 00:00:00.000,2019-09-23 00:00:00.000,0,0,2,0,2,2,0,,
313406,AFG-2019-3-973-252,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-10-08,Ataques em Cabo Delgado: O “retrato” do pânico vivido entre os dias 04 e 05 de Outubro em Mocímboa da Praia """,Carta de Mocambique,2019-10-08,Ataques em Cabo Delgado: O “retrato” do pânico vivido entre os dias 04 e 05 de Outubro em Mocímboa da Praia,Carta de Mocambique,2,Mocímboa da Praia town,returning to Mocimboa da Praia from farms,Cabo Delgado province,Mocímboa da Praia district,-11.345833,40.352222,POINT (40.352222 -11.345833),113481,Mozambique,MOZ,541,Africa,1,1,2019-10-05 00:00:00.000,2019-10-05 00:00:00.000,0,0,1,0,1,1,1,,
313450,AFG-2019-3-973-253,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-11-01,Mulheres raptadas por insurgentes em Muidumbe """,Carta de Mocambique,2019-11-01,Mulheres raptadas por insurgentes em Muidumbe,carta,2,Miangalewa village,"lower Miangalewa district of Muidumbe district, Cabo Delgado province",Cabo Delgado province,Muidumbe district,-11.831667,40.093333,POINT (40.093333 -11.831667),112761,Mozambique,MOZ,541,Africa,1,1,2019-10-29 00:00:00.000,2019-10-29 00:00:00.000,0,0,1,0,1,1,1,,
313332,AFG-2019-3-973-254,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,3,"""Carta de Mocambique,2019-11-04,""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções "";""Agence France Presse,2019-11-01,Ten killed in Mozambique jihadist attack: witnesses"";""All Africa,2019-11-04,13 Dead in Mocimboa da Praia Attack
CR 	Agencia de Informacao de Mocambique""",Carta de Mocambique;Agence France Presse;All Africa,2019-11-04;2019-11-01;2019-11-04,"""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções ;Ten killed in Mozambique jihadist attack: witnesses;13 Dead in Mocimboa da Praia Attack
CR 	Agencia de Informacao de Mocambique",witnesses,2,Mbau village,"near the village of Mbau / Chinda-Mbau road,",Cabo Delgado province,Mocímboa da Praia district,-11.625833,40.176111,POINT (40.176111 -11.625833),112761,Mozambique,MOZ,541,Africa,1,1,2019-10-31 00:00:00.000,2019-10-31 00:00:00.000,0,0,13,0,13,13,13,,
313335,AFG-2019-3-973-255,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Agence France Presse,2019-11-03,Islamists kill four in Mozambique: witnesses""",Agence France Presse,2019-11-03,Islamists kill four in Mozambique: witnesses,witnesses,2,Mumo village,near the village of Mumu,Cabo Delgado province,Mocímboa da Praia district,-11.473333,40.099444,POINT (40.099444 -11.473333),113481,Mozambique,MOZ,541,Africa,1,1,2019-11-02 00:00:00.000,2019-11-02 00:00:00.000,0,0,4,0,4,4,4,,
313349,AFG-2019-3-973-256,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""All Africa,2019-11-04,13 Dead in Mocimboa da Praia Attack
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2019-11-04,""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções """,All Africa;Carta de Mocambique,2019-11-04;2019-11-04,"13 Dead in Mocimboa da Praia Attack
CR 	Agencia de Informacao de Mocambique;""Guerra em Cabo Delgado"": contornos das operações das FDS e da barbárie dos insurgentes em Muidumbe, Macomia e Mocímboa da Praia que culminou com mais de 30 mortes e detenções","""Carta de Mocambique"".",2,Mocímboa da Praia town,"Miyoe village, in Vila de Mocímboa da Praia",Cabo Delgado province,Mocímboa da Praia district,-11.345833,40.352222,POINT (40.352222 -11.345833),113481,Mozambique,MOZ,541,Africa,1,1,2019-11-02 00:00:00.000,2019-11-02 00:00:00.000,0,0,10,0,10,10,10,,
313487,AFG-2019-3-973-257,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-11-06,Insurgentes decapitam duas pessoas e incendeiam residências em Macomia """,Carta de Mocambique,2019-11-06,Insurgentes decapitam duas pessoas e incendeiam residências em Macomia,Carta,1,Simbolongo village,"village of Simbolongo, Pangane locality, Macomia district.",Cabo Delgado province,Macomia district,-11.955216,40.442130,POINT (40.44213 -11.955216),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-05 00:00:00.000,2019-11-05 00:00:00.000,0,0,2,0,2,2,2,,
319665,AFG-2019-3-973-258,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-11-11,Insurgentes matam e queimam palhotas em Rueia, distrito de Macomia """,Carta de Mocambique,2019-11-11,"Insurgentes matam e queimam palhotas em Rueia, distrito de Macomia",Carta de Mocambique,1,Rueia village,"Rueia village in the administrative post of Mucojo, Macomia district, 2 km from the headquarters of the post (Mucojo).",Cabo Delgado province,Macomia district,-12.091596,40.461015,POINT (40.461015 -12.091596),112041,Mozambique,MOZ,541,Africa,1,1,2019-11-08 00:00:00.000,2019-11-08 00:00:00.000,0,0,1,0,1,1,1,,
319734,AFG-2019-3-973-176,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-11-13,“Terroristas” viram os olhos de novo para Nangade """,Carta de Mocambique,2019-11-13,“Terroristas” viram os olhos de novo para Nangade,Carta,1,Ngangolo village,"village of Ngangolo, located near the Namawa-Nangade Road",Cabo Delgado province,Nangade district,-11.283889,39.612500,POINT (39.6125 -11.283889),113480,Mozambique,MOZ,541,Africa,1,1,2019-11-10 00:00:00.000,2019-11-10 00:00:00.000,0,0,1,0,1,1,1,,
319735,AFG-2019-3-973-177,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,1,"""Carta de Mocambique,2019-11-13,“Terroristas” viram os olhos de novo para Nangade """,Carta de Mocambique,2019-11-13,“Terroristas” viram os olhos de novo para Nangade,Carta,1,Ngangolo village,"Ngangolo, located near the Namawa-Nangade Road",Cabo Delgado province,Nangade district,-11.283889,39.612500,POINT (39.6125 -11.283889),113480,Mozambique,MOZ,541,Africa,1,1,2019-11-11 00:00:00.000,2019-11-11 00:00:00.000,0,0,1,0,1,1,1,,
319606,AFG-2019-3-973-246,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""BBC Monitoring Africa,2019-11-14,Six Tanzanians killed near volatile Mozambican province"";""Carta de Mocambique,2019-11-13,“Terroristas” viram os olhos de novo para Nangade """,BBC Monitoring Africa;Carta de Mocambique,2019-11-14;2019-11-13,Six Tanzanians killed near volatile Mozambican province;“Terroristas” viram os olhos de novo para Nangade,Carta de Mozambique,1,Lucuamba village,"Lucuamba village, Nangade District",Cabo Delgado province,Nangade district,-11.215293,39.566654,POINT (39.566654 -11.215293),113480,Mozambique,MOZ,541,Africa,1,1,2019-11-12 00:00:00.000,2019-11-12 00:00:00.000,0,0,8,0,8,8,8,,
319658,AFG-2019-3-973-247,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""Crisis Watch,2019-12-01,Mozambique  NOVEMBER 2019"";""Carta de Mocambique,2019-11-14,Insurgentes matam sete pessoas em Palma """,Crisis Watch;Carta de Mocambique,2019-12-01;2019-11-14,Mozambique  NOVEMBER 2019;Insurgentes matam sete pessoas em Palma,"CrisisWatch, Carta de Mocambique, local sources",1,Nssemo village,"Ponta Nssemo, close to the village Maganja",Cabo Delgado province,Palma district,-10.822240,40.579830,POINT (40.57983 -10.82224),114202,Mozambique,MOZ,541,Africa,1,1,2019-11-13 00:00:00.000,2019-11-13 00:00:00.000,0,0,7,0,7,7,7,,
319622,AFG-2019-3-973-248,2019,1,Clear,3,234,506,IS - Civilians,234,973,IS - Civilians,234,234,IS,9999,1,Civilians,2,"""All Africa,2019-11-26,Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique"";""Carta de Mocambique,2019-11-18,Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe """,All Africa;Carta de Mocambique,2019-11-26;2019-11-18,"Terrorists Allegedly Kill Six Members of Defence Forces
CR 	Agencia de Informacao de Mocambique;Cabo Delgado em “chamas”: detalhes sobre os ataques às aldeias de Palma, Macomia e Muidumbe",Carta de Mocambique,1,Ingoane village,"Ingoane village, in Macomia district",Cabo Delgado province,Macomia district,-11.921338,40.480642,POINT (40.480642 -11.921338),112761,Mozambique,MOZ,541,Africa,1,1,2019-11-15 00:00:00.000,2019-11-15 00:00:00.000,0,0,5,0,5,5,5,,
