db,date,year,month,latitude,longitude,globaleventid,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,dateadded,sourceurl,gdelt_lat,gdelt_lon,data_id,iso,event_id_cnty,event_id_no_cnty,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,lat_upd,lon_upd,keep,lat_rev,lon_rev,typeACLED,typeGDELT,typeGDELT2
ACLED,29-Nov-17,2017,11,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632104,508,MZM790,790,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Club of Mozambique; Agence France Presse; Agencia de Informacao de Mocambique,National,"Armed gunmen associated with an Islamist fundamentalist group attacked civilians at Mitumbate/Mutumbati and Makulo/Megulo villages in Mocimboa da Praia on 29 and 30 November, killing two, wounding another two, burning 27 houses and destroying a church. The fundamentalist group is composed of Mozambicans, but also Tanzanians and Somalis and is suspected to be the same as the 5-6 October attacks in Mocimboa.",1,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,12-Mar-18,2018,3,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632110,508,MZM810,810,2,Battle,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,O Pais,National,"On the week of 12 March, 2 rebels were killed by the police forces in Mocimboa da Praia.",2,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,13-Jan-18,2018,1,-11.1642,40.4639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.1642,40.463902,1632107,508,MZM797,797,1,Strategic development,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,,,0,30,Eastern Africa,Mozambique,Cabo Delgado,Quissenge,Quissenge,Quissenge,1,Agencia de Informacao de Mocambique,National,"Property destruction: following the attack in Olumbi, the same militia attacked the locality of Quissenge, burning 32 houses and 3 informal shops.",0,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,10-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632101,508,MZM773,773,1,Strategic development,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Agence France Presse; Agencia de Informacao de Mocambique,National,"Arrests: Police forces in Mozambique arrest 52 people after the attacks in the last week in Mocimboa da Praia. Authorities have dismissed links of linkage to Somalia's Al-Shabab or Nigeria's Boko Haram. Another 75 people were arrested a month later, on 1 November.",0,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,21-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632102,508,MZM778,778,1,Battle,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Institute for Security Studies,Other,"An armed Islamist group that locals refer to as 'Al Shabaab' clashed with government forces in the fishing village of Maluku, some 30 km from Mocimboa da Praia on 21 October. The attacks prompted the villagers to flee.",0,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,22-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632103,508,MZM780,780,2,Battle,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Voa Portugues,National,Clashes reported in the village of Columbe on 22 October. Armed men attacked a building in Mocimboa da Praia. They are suspected of being the same ones that had already attacked the locality before who are referred to as 'Al Shabaab'.,0,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,08-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632100,508,MZM772,772,1,Battle,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Agencia de Informacao de Mocambique,National,The Mozambican police regains control of the territory after the attack in Mocimboa da Praia.,0,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,22-Oct-17,2017,10,-10.7667,40.4833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7667,40.483299,1378741,508,MZM781,781,1,Strategic development,,Unidentified Armed Group (Mozambique),,3,,,0,30,Eastern Africa,Mozambique,Cabo Delgado,Palma,Ulumbi,Ulumbi,1,Mediafax,Other,"Property destruction: Armed men, believed to be Islamic militants, attacked Ulumbi in Palma. The attack targeted a building. The incident followed another clash that had taken place in Palma and during which 11 people were captured and handed to the police. The armed men are suspected of being affiliated with the people who perpetrated the attacks in Mocimboa da Praia.",0,1524053841,MOZ,,,Verified event,,,Armed group,,
ACLED,15-Mar-18,2018,3,-11.3622,40.1047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3622,40.104698,1350524,508,MZM809,809,1,Violence against civilians,,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Chitolo,1,Club of Mozambique,National,"On March 3, an unknown group of armed men attacked Chitolo, in Mocimboa da Praia, killing one person and burning several houses.",1,1524053816,MOZ,,,Verified event,,,Armed group,,
ACLED,17-Dec-17,2017,12,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632106,508,MZM793,793,1,Battle,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Police Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Agencia de Informacao de Mocambique; Voa Portugues,National,"An Islamist militia attacked again on December 17th the locality of Mocimboa da Praia. The head of reconnaissance of the riot police was killed and five other police members were severely injured. The column was ambushed on its way to resupply the police unit at Mitumbate, one of the villages in Mocimboa da Praia that has come under attack. The rebels blocked the road, and when the police left their vehicles to remove the obstacles, the attackers opened fire. This clash comes three days after the General Commander of the police gave the islamist insurgents an ultimatum.",1,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,15-Apr-18,2018,4,-10.7822,40.4811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7822,40.481098,1632113,508,MZM816,816,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Palma,Palma,Palma,2,Agencia de Informacao de Mocambique; Club of Mozambique,National,"On April 15, an islamist milita attacked the village of Ncumbi, in Palma district. The group, made up of 10 men, with 1 carrying a machine gun and the other carrying machetes, started the raid at 1am, seeking food. They targeted one stall and burned it down after the man who owned it refused to open the store. They killed this man. Then they continued their attack, targeting other stores. The attack came on the final day of a visit to Cabo Delgado by President Filipe Nyusi.",1,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,21-Mar-18,2018,3,-11.3767,39.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3767,39.561901,1632111,508,MZM813,813,1,Strategic development,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,,,0,30,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Ntamba,Pemba,3,Radio Okapi,Subnational,"Movement of forces: On 21 March suspected Islamist militants who perpetrated attacks in Mocimboa da Praia were sighted in the banks of river Quinhevo, in Cabo Delgado.",0,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,22-Feb-17,2017,2,-12.5506,40.2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.5506,40.2775,1425544,508,MZM743,743,2,Violence against civilians,,Police Forces of Mozambique (1990-),,1,Civilians (International),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Montepuez,1,BBC Monitoring,National,"Immigrants reported having been beaten and raped in a crackdown on ""illegal"" immigrants by the Mozambican police. A man was pushed off a bus by the police and run over.",1,1524053881,MOZ,,,Verified event,,,Military forces,,
ACLED,16-Jan-18,2018,1,-11.3767,39.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3767,39.561901,1632109,508,MZM799,799,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Ntamba,Pemba,2,Voa Portugues; Agencia de Informacao de Mocambique,National,"Another attack took place this week, on January 16th, in the district of Nangade. The event, which resulted in the death of a nurse and another civilian, as well as injuries to another civilian, is suspected to have been perpetrated by an Islamist militia. The attackers are reported to have also stolen 8 bikes.",2,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,27-Oct-13,2013,10,-11.7244,39.2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.7244,39.247799,1494943,508,MZM349,349,2,Violence against civilians,,Police Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mueda,NGapa,Naputa,1,Agencia de Informacao de Mocambique; Pretoria News,National-regional,Community police beat up Renamo party members who were holding a meeting. The local office of Renamo was set on fire.,0,1524053943,MOZ,,,Verified event,,,Military forces,,
ACLED,21-Apr-18,2018,4,-10.7822,40.4811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7822,40.481098,1632115,508,MZM818,818,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Palma,Palma,Palma,2,Agencia de Informacao de Mocambique,National,"On April 21, an Islamist militia attacked the village of Mangwaza, in Palma district.They killed one person, burned four houses and stole food. Attacks unconfirmed by police.",1,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,20-Apr-18,2018,4,-11.5381,39.9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5381,39.935299,1632114,508,MZM817,817,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Diaca,1,Agencia de Informacao de Mocambique,National,"On April 20, an Islamist milita attacked Diaca Velha, close to the border with Nangade in Cabo Delgado. The attackers stole food and killed a number of people. Casualties are unconfirmed. Attacks unconfirmed by police.",10,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,21-Mar-18,2018,3,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632112,508,MZM812,812,1,Strategic development,,Police Forces of Mozambique (1990-),,1,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,O Pais,National,"Agreement: On 21 March, a group of Islamist militiamen carrying out attacks in Mocimboa da Praia surrendered to the defense forces.",0,1528732355,MOZ,,,Verified event,,,Military forces,,
ACLED,03-Mar-13,2013,3,-12.2467,40.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.2467,40.1208,1503440,508,MZM300,300,2,Riots/Protests,,Rioters (Mozambique),,5,,,0,50,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia-Sede,Macomia,2,Agencia de Informacao de Mocambique (Maputo),National,Angry mobs attacked healthcare centres and public officials in Macomia district (no precise date given) over allegations that healthcare workers and FRELIMO party officials were contributing to the spread of a cholera outbreak.,0,1524053950,MOZ,,,Verified event,,,,,
ACLED,14-Sep-14,2014,9,-11.3494,39.3467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3494,39.346699,1480513,508,MZM513,513,1,Riots/Protests,,Rioters (Mozambique),,5,Police Forces of Mozambique (1990-),,1,15,Eastern Africa,Mozambique,Cabo Delgado,Mueda,NGapa,Nanhamba,1,Agencia de Informacao de Mocambique (Maputo),National,2 policemen were severely beaten and 1 taken prisoner after villagers angry about a drug raid ambushed them.,0,1524053930,MOZ,,,Verified event,,,,,
ACLED,04-Oct-16,2016,10,-12.9771,40.4819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9771,40.481899,1441553,508,MZM703,703,1,Riots/Protests,,Protesters (Mozambique),,6,,,0,60,Eastern Africa,Mozambique,Cabo Delgado,Pemba-Metuge,Pemba,Pemba,1,Agencia de Informacao de Mocambique,National,About 100 people demonstrated at the police station following the shooting of an unarmed man,0,1524053894,MOZ,,,Verified event,,,,,
ACLED,19-Feb-18,2018,2,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1355399,508,MZM805,805,1,Violence against civilians,,Police Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Voa Portugues,International,"On February 19th, a woman was condemned to being whipped five times over offering 'social and political insults' in the neighbourhood 30 de junho, in Mocimboa. Local authorities forced the punishment on the woman; local police has not yet released a statement.",0,1524053821,MOZ,,,Verified event,,,Military forces,,
ACLED,13-Jan-18,2018,1,-10.9931,40.4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9931,40.4739,1632108,508,MZM798,798,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Palma,Olumbi,Olumbi,1,Voa Portugues; Xinhua; Agencia de Informacao de Mocambique,National-International,"On January 13th, an armed group attacked the administrative post of Olumbi, in Palma, and opened fire on the Government structures, killing 5 people. Civilian testimonies state that the stalls in the local market were burned, as well as the headquarters of the adiministrative post vandalised. Later reports mention that the police suspects the assailants of belonging to an Islamist militia. The 5 deaths were confirmed; 11 other people were injured, 8 of them seriously.",5,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,01-Nov-17,2017,11,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1376656,508,MZM784,784,1,Violence against civilians,,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Macua Angola,Regional,"Unknown armed people killed on Wednesday the secretary of the municipal neighbourhood of Nanchemele in Mocimboa da Praia. According to testimonies, 5 men broke into his house with knives and stabbed him in the neck.",1,1524053840,MOZ,,,Verified event,,,Armed group,,
ACLED,08-Sep-16,2016,9,-11.4097,39.7061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.4097,39.7061,1443026,508,MZM690,690,1,Battle,,RENAMO: Mozambican National Resistance,,3,Police Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Nangade,Lulute,Lulute,1,The Zimbabwean,Regional,"10 Renamo gunmen attacked a police post, killing the head of the police station. When the police returned fire, the gunmen left.",1,1524053896,MOZ,,,Verified event,,,,,
ACLED,06-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632099,508,MZM769,769,1,Battle,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Police Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Voa Portugues; Xinhua; Shabelle Media Network (Mogadishu); Chatam House,Subnational,"30 armed men associated to an Islamist fundamentalist group assaulted three police stations in Mocimboa da Praia. 2 police officers were killed, alongside 14 members of the armed group killed. 1 or 2 of the armed men were captured. Reports of civilians killed also erupted, but with unconfirmed numbers. The attack lasted two days.",8,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,15-Dec-17,2017,12,-10.7822,40.4811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7822,40.481098,1368711,508,MZM792,792,1,Violence against civilians,,Unidentified Armed Group (Mozambique),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Palma,Palma,Palma,1,Club of Mozambique,National,"A group of unidentified men armed with machetes and other blunt instruments attacked the village of Inlane in the district of Palma, Cabo Delgado province, early on Friday morning 12th. 2 people died and 2 others were injured. A group of women were also abducted to help carry the supplies looted in homes and commercial establishments.",2,1524053833,MOZ,,,Verified event,,,Armed group,,
ACLED,13-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1380717,508,MZM776,776,1,Battle,,Police Forces of Mozambique (1990-) UIR: Rapid Intervention Unit,,1,Unidentified Armed Group (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Voa Portugues; Macua; Lusa,International,"The Rapid Intervention Unit of the Mozambican police was attacked in the night of Thursday, 12, until Friday, 13, by a group of unidentified armed men (with their heads covered, shouting intervention slogans). They kill 4 policemen in total. The attack took place in the route Mocimboa da Praia-Palma, close to the river Chiukulula. 4 policemen remain missing and it is suspected they were captured. Reports on total casualties vary between 11 and 12",6,1524053843,MOZ,,,Verified event,,,Military forces,,
ACLED,12-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1380741,508,MZM775,775,1,Battle,,Police Forces of Mozambique (1990-) UIR: Rapid Intervention Unit,,1,Unidentified Armed Group (Mozambique),,3,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Voa Portugues; Macua; Lusa,International,"The Rapid Intervention Unit of the Mozambican police was attacked in the night of Thursday, 12, until Friday, 13, by a group of unidentified armed men (with their heads covered, shouting intervention slogans). They kill 4 policemen in total. The attack took place in the route Mocimboa da Praia-Palma, close to the river Chiukulula. 4 policemen remain missing and it is suspected they were captured. Reports on total casualties vary between 11 and 12",5,1524053843,MOZ,,,Verified event,,,Military forces,,
ACLED,03-Mar-13,2013,3,-13.2881,40.5578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2881,40.5578,249303,508,MZM302,302,2,Violence against civilians,,Rioters (Mozambique),,5,Civilians (Mozambique),FRELIMO: Liberation Front of Mozambique,7,57,Eastern Africa,Mozambique,Cabo Delgado,Mecufi,Mecufi,Mecufi,1,Agencia de Informacao de Mocambique (Maputo),National,"A Frelimo official and community leader in Mecufi, was buried alive, up to his neck, and then killed by an angry mob oer accusations that party leaders were spreading cholera, in Macomia district.",1,1515623752,MOZ,,,Verified event,,,,,
ACLED,03-Mar-13,2013,3,-12.2467,40.1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.2467,40.1208,1503441,508,MZM301,301,1,Violence against civilians,,Rioters (Mozambique),,5,Civilians (Mozambique),FRELIMO: Liberation Front of Mozambique,7,57,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Macomia-Sede,Macomia,2,Agencia de Informacao de Mocambique (Maputo),National,"On 3 March, a Frelimo branch secretary was seized by an angry mob and killed, over accusations that party leaders were spreading cholera, in Macomia district.",1,1524053950,MOZ,,,Verified event,,,,,
ACLED,12-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1380742,508,MZM774,774,1,Riots/Protests,,Protesters (Mozambique),,6,,,0,60,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Club of Mozambique,National,Thousands of protesters march the streets of Mocimboa da Praia to protest against the violence experienced in the previous week.,0,1524053843,MOZ,,,Verified event,,,,,
ACLED,15-Jul-17,2017,7,-12.5506,40.2775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.5506,40.2775,1398292,508,MZM759,759,3,Violence against civilians,,Police Forces of Mozambique (1990-),Private Security Forces (Mozambique),1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Quissanga,Bilibiza,Montepuez,1,DW,International,"Police and private security forces tortured ruby miners at Namanhumbir Mine, in Montepuez. Video footage was released on social media. Date unclear.",0,1524053858,MOZ,,,Verified event,,,Military forces,,
ACLED,30-Nov-17,2017,11,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632105,508,MZM791,791,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,2,Club of Mozambique; Agence France Presse; Agencia de Informacao de Mocambique,National,"Armed gunmen associated with an Islamist fundamentalist group attacked civilians at Mitumbate/Mutumbati and Makulo/Megulo villages in Mocimboa da Praia on 29 and 30 November, killing two, wounding another two, burning 27 houses and destroying a church. The fundamentalist group is composed of Mozambicans, but also Tanzanians and Somalis and is suspected to be the same as the 5-6 October attacks in Mocimboa.",1,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,22-Apr-18,2018,4,-11.5381,39.9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.5381,39.935299,1632116,508,MZM819,819,1,Violence against civilians,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Civilians (Mozambique),,7,37,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa da Praia,Diaca,1,Agencia de Informacao de Mocambique,National,"On April 22, an Islamist militia attacked again Diaca Velha, Cabo Delgado. Three people are believed to have been kidnapped. 30 accomplices were later arrested by police.",0,1528732355,MOZ,,,Verified event,,,Armed group,,
ACLED,24-Mar-18,2018,3,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1348901,508,MZM814,814,1,Strategic development,,Police Forces of Mozambique (1990-),,1,Civilians (Mozambique),,7,17,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Xinhua,International,"Arrests: on 24 March, police in Mozambique arrested 29 people suspected of being connected to the attacks in Mocimboa da Praia. The 29 individuals, including children and women, were allegedly lured by money and job opportunities in Cabo Delgado.",0,1524053815,MOZ,,,Verified event,,,Military forces,,
ACLED,05-Oct-17,2017,10,-11.3458,40.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.3458,40.3522,1632098,508,MZM767,767,1,Battle,,ASWJ-Mozambique: Ahlu Sunna Wal Jamaa (Mozambique faction),,3,Police Forces of Mozambique (1990-),,1,13,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mocimboa Da Praia,Mocimboa da Praia,1,Voa Portugues; Xinhua; Shabelle Media Network (Mogadishu); Chatam House,Subnational,"30 armed men associated to an Islamist fundamentalist group assaulted three police stations in Mocimboa da Praia. 2 police officers were killed, alongside 14 members of the armed group killed. 1 or 2 of the armed men were captured. Reports of civilians killed also erupted, but with unconfirmed numbers. The attack lasted two days.",8,1528732355,MOZ,,,Verified event,,,Armed group,,
