db,date,year,month,latitude,longitude,globaleventid,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,dateadded,sourceurl,gdelt_lat,gdelt_lon,data_id,iso,event_id_cnty,event_id_no_cnty,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3,lat_upd,lon_upd,keep,lat_rev,lon_rev,typeACLED,typeGDELT,typeGDELT2
GDELT,29-Mar-17,2017,3,-13.1256,38.9997,641661957,ZWEJUD,ZIMBABWE,ZWE,,,,,JUD,,.,ZWE,ZIMBABWE,ZWE,,,,,,,.,0,173,173,Verified Coerce,4,-5,1,1,1,-8.333333333,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170329,http://www.news24.com/Africa/News/top-africa-stories-zim-i-coast-moz-20170329,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Civilian,Civilian
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453156,COP,POLICEMAN,,,,,,COP,,.,,,,,,,,,,.,0,173,173,Coerce,4,-5,10,1,10,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,0,,,,,,,,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Military forces,
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453156,COP,POLICEMAN,,,,,,COP,,.,,,,,,,,,,.,0,173,173,Verified Coerce,4,-5,10,1,10,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,0,,,,,,,,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Military forces,
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453172,COP,POLICE,,,,,,COP,,.,CVL,MIGRANT,,,,,,CVL,,.,1,173,173,Coerce,4,-5,10,1,10,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Military forces,Civilian
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453172,COP,POLICE,,,,,,COP,,.,CVL,MIGRANT,,,,,,CVL,,.,1,173,173,Verified Coerce,4,-5,10,1,10,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Military forces,Civilian
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453981,HLH,HOSPITAL,,,,,,HLH,,.,AUS,MELBOURNE,AUS,,,,,,,.,0,182,182,Assault,4,-9.5,2,1,2,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Melbourne, Victoria, Australia",AS,AS07,,-37.8167,144.967,-1586844,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Other,Civilian
GDELT,04-Apr-17,2017,4,-13.1256,38.9997,643453981,HLH,HOSPITAL,,,,,,HLH,,.,AUS,MELBOURNE,AUS,,,,,,,.,0,182,182,Verified Assault,4,-9.5,2,1,2,-5.585980285,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Melbourne, Victoria, Australia",AS,AS07,,-37.8167,144.967,-1586844,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170404,https://au.news.yahoo.com/world/a/34839021/ruby-rush-brings-gangland-turf-war-to-mozambique/,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Verified event,-13.1256,38.9997,,Other,Civilian
GDELT,05-Apr-17,2017,4,-10.7067,40.6328,643738049,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,172,172,Coerce,4,-5,6,1,6,-1.746724891,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,0,,,,,,,,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,20170405,http://macauhub.com.mo/2017/04/05/mocambique-proibe-corte-de-arvores-durante-tres-meses/,-10.7067,40.632801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7067,40.6328,Wrong event,-10.7067,40.6328,,Civilian,
GDELT,06-Apr-17,2017,4,-11.9022,40.2444,644110289,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,173,173,Coerce,4,-5,4,1,4,-5.780346821,4,"Tambo, Cabo Delgado, Mozambique",MZ,MZ01,,-11.9022,40.2444,-333262,0,,,,,,,,4,"Tambo, Cabo Delgado, Mozambique",MZ,MZ01,,-11.9022,40.2444,-333262,20170406,http://citizen.co.za/news/news-national/1479800/man-nabbed-r2m-worth-cocaine-soft-drink-containers/,-11.9022,40.2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.9022,40.2444,Wrong event,-11.9022,40.2444,,Civilian,
GDELT,17-Apr-17,2017,4,-13.1256,38.9997,647432107,,,,,,,,,,.,ZMB,ZAMBIA,ZMB,,,,,,,.,1,192,192,Fight,4,-9.5,2,1,2,-0.962463908,0,,,,,,,,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,4,"Montepuez, Cabo Delgado, Mozambique",MZ,MZ01,,-13.1256,38.9997,-322564,20170417,https://www.wsj.com/articles/sitting-on-a-trove-of-rubies-gemfields-looks-to-create-fresh-demand-1492426829,-13.1256,38.999699,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1256,38.9997,Wrong event,-13.1256,38.9997,,,
GDELT,26-Apr-17,2017,4,-10.7067,40.6328,650089782,,,,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,20,1,20,-7.235525222,0,,,,,,,,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,20170426,https://sg.news.yahoo.com/mozambique-battles-illegal-logging-save-tropical-forests-031130086.html,-10.7067,40.632801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7067,40.6328,Wrong event,-10.7067,40.6328,,,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650089783,,,,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,20,2,20,-7.197262856,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,https://www.yahoo.com/news/mozambique-battles-illegal-logging-save-tropical-forests-031130898.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
GDELT,26-Apr-17,2017,4,-10.7067,40.6328,650091330,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,28,1,28,-7.24293361,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,0,,,,,,,,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,20170426,https://sg.news.yahoo.com/mozambique-battles-illegal-logging-save-tropical-forests-031130086.html,-10.7067,40.632801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7067,40.6328,Wrong event,-10.7067,40.6328,,Civilian,
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650091331,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,508,14,332,-7.050491977,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,https://www.yahoo.com/news/mozambique-battles-illegal-logging-save-tropical-forests-031130898.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650091331,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Verified Fight,4,-10,508,14,332,-7.050491977,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,https://www.yahoo.com/news/mozambique-battles-illegal-logging-save-tropical-forests-031130898.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,26-Apr-17,2017,4,-10.7067,40.6328,650097214,FRA,FRANCE,FRA,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,10,1,10,-7.058823529,1,France,FR,FR,,46,2,FR,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,20170426,http://en.rfi.fr/wire/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-10.7067,40.632801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7067,40.6328,Wrong event,-10.7067,40.6328,,,Civilian
GDELT,26-Apr-17,2017,4,-10.7067,40.6328,650097794,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,FRA,FRANCE,FRA,,,,,,,.,1,190,190,Fight,4,-10,6,1,6,-7.058823529,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,4,"Cabo Delgado, Cabo Delgado, Mozambique",MZ,MZ01,,-10.7067,40.6328,-312482,20170426,http://en.rfi.fr/wire/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-10.7067,40.632801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.7067,40.6328,Wrong event,-10.7067,40.6328,,Civilian,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650127189,,,,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,2,1,2,-7.242339833,0,,,,,,,,1,France,FR,FR,,46,2,FR,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.france24.com/en/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650127854,FRA,FRANCE,FRA,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,10,1,10,-7.242339833,1,France,FR,FR,,46,2,FR,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.france24.com/en/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650128605,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,2,1,2,-7.242339833,1,France,FR,FR,,46,2,FR,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.france24.com/en/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,Civilian,
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650128606,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,FRA,FRANCE,FRA,,,,,,,.,1,190,190,Fight,4,-10,6,1,6,-7.242339833,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.france24.com/en/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650128606,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,FRA,FRANCE,FRA,,,,,,,.,1,190,190,Verified Fight,4,-10,6,1,6,-7.242339833,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.france24.com/en/20170426-mozambique-battles-illegal-logging-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,Civilian
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650140938,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,BUS,COMPANIES,,,,,,BUS,,.,0,190,190,Fight,4,-10,16,1,16,-6.56167979,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.worldbulletin.net/health-environment/188551/mozambique-battles-illegal-logging-to-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,Other
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650140938,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,BUS,COMPANIES,,,,,,BUS,,.,0,190,190,Verified Fight,4,-10,16,1,16,-6.56167979,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://www.worldbulletin.net/health-environment/188551/mozambique-battles-illegal-logging-to-save-tropical-forests,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,Other
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650220803,BUS,COMPANIES,,,,,,BUS,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,5,3,5,-6.881770886,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://pulse.ng/world/in-mozambique-forest-rangers-battle-illegal-logging-to-save-tropical-forests-id6582358.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Other,
GDELT,26-Apr-17,2017,4,-12.9608,40.5078,650220803,BUS,COMPANIES,,,,,,BUS,,.,,,,,,,,,,.,1,190,190,Verified Fight,4,-10,5,3,5,-6.881770886,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170426,http://pulse.ng/world/in-mozambique-forest-rangers-battle-illegal-logging-to-save-tropical-forests-id6582358.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Other,
GDELT,27-Apr-17,2017,4,-12.9608,40.5078,650544496,,,,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,10,1,10,-7.262569832,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170427,http://www.news24.com/Africa/News/mozambique-battles-illegal-logging-to-save-tropical-forests-20170426,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
GDELT,27-Apr-17,2017,4,-12.9608,40.5078,650546051,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,6,1,6,-7.262569832,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170427,http://www.news24.com/Africa/News/mozambique-battles-illegal-logging-to-save-tropical-forests-20170426,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,27-Apr-17,2017,4,-12.9608,40.5078,650546051,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Verified Fight,4,-10,6,1,6,-7.262569832,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170427,http://www.news24.com/Africa/News/mozambique-battles-illegal-logging-to-save-tropical-forests-20170426,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,28-Apr-17,2017,4,-12.9608,40.5078,650873332,,,,,,,,,,.,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,1,190,190,Fight,4,-10,20,1,10,-7.088607595,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170428,http://travel.iafrica.com/bulletinboard/1048596.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
GDELT,28-Apr-17,2017,4,-12.9608,40.5078,650874601,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,10,1,10,-7.088607595,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170428,http://travel.iafrica.com/bulletinboard/1048596.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,28-Apr-17,2017,4,-12.9608,40.5078,650874601,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,,,,,,,,,,.,1,190,190,Verified Fight,4,-10,10,1,10,-7.088607595,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,0,,,,,,,,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170428,http://travel.iafrica.com/bulletinboard/1048596.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Verified event,-12.9608,40.5078,,Civilian,
GDELT,09-May-17,2017,5,-12.9036,39.7069,654093649,GOV,GOVERNMENT,,,,,,GOV,,.,,,,,,,,,,.,1,190,190,Fight,4,-10,6,1,6,-4.913294798,4,"Zambezia, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9036,39.7069,223116,0,,,,,,,,4,"Zambezia, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9036,39.7069,223116,20170509,http://journalducameroun.com/en/mozambique-bemoans-rising-hiv-prevalence-rate/,-12.9036,39.706902,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9036,39.7069,Wrong event,-12.9036,39.7069,,Military forces,
GDELT,09-May-17,2017,5,-12.9036,39.7069,654094307,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,GOV,GOVERNMENT,,,,,,GOV,,.,1,190,190,Fight,4,-10,4,1,4,-4.913294798,4,"Zambezia, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9036,39.7069,223116,4,"Zambezia, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9036,39.7069,223116,4,"Zambezia, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9036,39.7069,223116,20170509,http://journalducameroun.com/en/mozambique-bemoans-rising-hiv-prevalence-rate/,-12.9036,39.706902,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9036,39.7069,Wrong event,-12.9036,39.7069,,Civilian,Military forces
GDELT,11-May-17,2017,5,-12.9608,40.5078,654710609,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,JUD,LAWYER,,,,,,JUD,,.,0,173,173,Coerce,4,-5,22,5,22,-6.89234907,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170511,http://www.dnaindia.com/world/report-in-crackdown-malawi-jails-35-illegal-loggers-seized-in-national-park-2434795,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,Civilian,
GDELT,13-May-17,2017,5,-12.9608,40.5078,655316677,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,JUD,LAWYER,,,,,,JUD,,.,0,173,173,Coerce,4,-5,4,2,4,-7.00095816,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170513,https://www.csmonitor.com/World/2017/0511/Timber-theft-Malawi-prepared-to-come-down-hard-on-35-illegal-loggers,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,Civilian,
GDELT,22-May-17,2017,5,-12.9608,40.5078,657894940,MOZ,MOZAMBIQUE,MOZ,,,,,,,.,JUD,LAWYER,,,,,,JUD,,.,0,173,173,Coerce,4,-5,4,2,4,-6.375531567,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170522,http://allafrica.com/stories/201705220822.html,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,Civilian,
GDELT,22-May-17,2017,5,-12.9608,40.5078,657905314,MWI,MALAWI,MWI,,,,,,,.,TZA,TANZANIA,TZA,,,,,,,.,1,190,190,Fight,4,-10,10,1,10,-6.611570248,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,4,"Pemba, Cabo Delgado, Mozambique",MZ,MZ01,,-12.9608,40.5078,-330790,20170522,http://journalducameroun.com/en/malawi-mozambique-tanzania-strategise-on-combating-albino-killings/,-12.9608,40.507801,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9608,40.5078,Wrong event,-12.9608,40.5078,,,Civilian
