date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,3,-4,0.0,8.7,2,71,03:25 PM,04:53 AM,08:27 AM,05:54 PM,-13,-6,-1,-6,27,14,40,0.0,1022,3,10,241,15,21241
2015-01-02,5,-1,0.0,8.7,2,78,04:11 PM,05:52 AM,08:27 AM,05:55 PM,-5,-2,2,-2,20,14,62,0.0,1026,5,10,287,11,21241
2015-01-03,4,-1,0.0,3.5,1,85,05:02 PM,06:47 AM,08:27 AM,05:56 PM,-1,-1,2,-1,16,68,81,2.2,1029,4,8,86,9,21241
2015-01-04,14,4,0.0,3.5,3,92,05:55 PM,07:38 AM,08:27 AM,05:57 PM,8,5,9,5,30,78,94,4.2,1013,14,9,229,17,21241
2015-01-05,1,-5,0.0,7.0,1,99,06:50 PM,08:22 AM,08:27 AM,05:58 PM,-8,-7,-1,-7,38,17,57,0.4,1026,1,9,299,25,21241
2015-01-06,-3,-7,5.9,3.5,1,95,07:46 PM,09:03 AM,08:27 AM,05:59 PM,-10,-9,-5,-9,13,66,73,6.9,1025,-3,5,249,9,21241
2015-01-07,-7,-13,0.0,9.7,1,88,08:41 PM,09:40 AM,08:27 AM,06:00 PM,-13,-17,-8,-17,35,33,72,0.1,1022,-7,9,294,23,21241
2015-01-08,-10,-15,0.0,9.7,2,81,09:37 PM,10:13 AM,08:27 AM,06:01 PM,-16,-20,-12,-20,27,18,74,0.0,1031,-10,10,248,17,21241
2015-01-09,-1,-8,0.0,9.8,1,74,10:32 PM,10:44 AM,08:26 AM,06:02 PM,-11,-12,-5,-12,30,41,65,0.0,1021,-1,9,251,18,21241
2015-01-10,-6,-13,0.0,9.8,2,68,11:28 PM,11:13 AM,08:26 AM,06:03 PM,-14,-16,-10,-16,20,1,71,0.0,1034,-6,10,270,12,21241
2015-01-11,0,-9,0.0,9.8,2,61,No moonrise,11:43 AM,08:26 AM,06:04 PM,-8,-8,-4,-8,19,33,74,0.1,1036,0,10,176,10,21241
2015-01-12,2,0,0.0,4.9,1,54,12:23 AM,12:12 PM,08:26 AM,06:05 PM,-0,-3,1,-3,19,92,91,20.4,1026,2,7,187,11,21241
2015-01-13,-4,-7,0.6,9.8,2,47,01:20 AM,12:44 PM,08:26 AM,06:06 PM,-8,-11,-4,-11,27,24,78,0.7,1033,-4,9,64,18,21241
2015-01-14,-2,-6,1.0,4.9,1,41,02:17 AM,01:19 PM,08:25 AM,06:07 PM,-8,-8,-4,-8,15,83,72,1.2,1028,-2,8,65,11,21241
2015-01-15,2,-4,0.0,9.8,2,34,03:17 AM,01:58 PM,08:25 AM,06:08 PM,-6,-5,-1,-5,15,21,70,0.0,1020,2,10,289,10,21241
2015-01-16,5,-2,0.0,9.8,1,27,04:17 AM,02:42 PM,08:25 AM,06:09 PM,-5,-5,1,-5,30,18,68,0.0,1018,5,10,245,19,21241
2015-01-17,-1,-4,0.0,9.9,1,20,05:18 AM,03:34 PM,08:24 AM,06:10 PM,-10,-7,-2,-7,19,21,55,0.0,1027,-1,10,108,14,21241
2015-01-18,4,-1,0.0,6.6,1,13,06:17 AM,04:33 PM,08:24 AM,06:11 PM,1,-2,2,-2,20,58,94,19.0,1014,4,9,211,11,21241
2015-01-19,5,-0,0.0,9.9,1,7,07:13 AM,05:38 PM,08:23 AM,06:12 PM,-1,-2,2,-2,24,34,79,0.0,1014,5,10,275,14,21241
2015-01-20,7,0,0.0,9.9,1,0,08:04 AM,06:47 PM,08:23 AM,06:13 PM,-1,1,3,1,8,36,79,0.0,1015,7,10,143,4,21241
2015-01-21,1,-2,1.4,5.0,1,7,08:51 AM,07:59 PM,08:22 AM,06:14 PM,-2,-4,-1,-4,12,68,88,7.7,1020,1,7,97,8,21241
2015-01-22,4,-3,0.2,9.9,1,14,09:34 AM,09:11 PM,08:22 AM,06:15 PM,-1,-3,0,-3,18,46,90,0.3,1025,4,7,282,11,21241
2015-01-23,3,-2,0.0,8.3,1,20,10:13 AM,10:22 PM,08:21 AM,06:17 PM,-2,-3,0,-3,13,42,85,5.1,1024,3,10,187,9,21241
2015-01-24,2,-1,0.5,8.3,1,27,10:50 AM,11:32 PM,08:20 AM,06:18 PM,-0,-4,1,-4,26,69,93,30.0,1003,2,7,206,17,21241
2015-01-25,7,-1,0.0,6.6,1,34,11:27 AM,No moonset,08:20 AM,06:19 PM,0,-1,3,-1,22,59,85,0.9,1010,7,9,225,13,21241
2015-01-26,-1,-4,2.7,5.0,1,41,12:05 PM,12:39 AM,08:19 AM,06:20 PM,-3,-8,-2,-8,31,100,93,12.0,1009,-1,2,44,22,21241
2015-01-27,-2,-5,2.6,10.0,1,48,12:44 PM,01:45 AM,08:18 AM,06:21 PM,-5,-10,-3,-10,33,75,88,3.0,1010,-2,4,332,22,21241
2015-01-28,-1,-9,0.0,10.1,2,54,01:26 PM,02:47 AM,08:17 AM,06:22 PM,-9,-13,-6,-13,35,10,79,0.0,1023,-1,10,318,20,21241
2015-01-29,-1,-8,1.5,6.7,1,61,02:10 PM,03:47 AM,08:17 AM,06:23 PM,-8,-9,-4,-9,24,58,73,1.8,1023,-1,9,183,14,21241
2015-01-30,1,-10,0.1,10.0,1,68,02:59 PM,04:42 AM,08:16 AM,06:25 PM,-5,-10,-2,-10,41,40,79,0.2,1017,1,8,303,27,21241
2015-01-31,-3,-11,0.0,10.1,2,75,03:50 PM,05:34 AM,08:15 AM,06:26 PM,-11,-15,-7,-15,30,11,76,0.0,1026,-3,10,302,20,21241
2015-02-01,2,-6,0.0,5.1,1,81,04:43 PM,06:20 AM,08:14 AM,06:27 PM,-5,-5,-1,-5,17,65,75,0.7,1022,2,9,194,10,21241
2015-02-02,7,-7,2.6,8.3,1,88,05:38 PM,07:02 AM,08:13 AM,06:28 PM,-2,-6,0,-6,40,69,87,22.0,1005,7,6,258,25,21241
2015-02-03,-1,-7,0.0,10.2,1,95,06:34 PM,07:40 AM,08:12 AM,06:29 PM,-12,-9,-4,-9,22,18,55,0.0,1026,-1,10,261,15,21241
2015-02-04,6,-3,0.0,10.2,2,98,07:30 PM,08:14 AM,08:11 AM,06:31 PM,-4,-3,1,-3,22,30,67,0.0,1021,6,10,176,13,21241
