date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,3,-5,0.0,8.7,2,71,03:28 PM,04:55 AM,08:29 AM,05:57 PM,-14,-6,-1,-6,23,14,39,0.0,1022,3,10,237,13,20871
2015-01-02,5,-2,0.0,8.7,2,78,04:14 PM,05:54 AM,08:29 AM,05:58 PM,-6,-2,1,-2,16,11,62,0.0,1026,5,10,245,9,20871
2015-01-03,4,-1,0.0,3.5,1,85,05:04 PM,06:49 AM,08:29 AM,05:58 PM,-1,-2,2,-2,17,70,82,2.9,1028,4,9,112,10,20871
2015-01-04,13,4,0.0,3.5,3,92,05:57 PM,07:40 AM,08:29 AM,05:59 PM,7,5,8,5,26,79,94,6.5,1013,13,7,221,14,20871
2015-01-05,0,-5,0.0,9.7,1,99,06:52 PM,08:25 AM,08:29 AM,06:00 PM,-9,-7,-1,-7,35,17,56,0.3,1026,0,9,300,23,20871
2015-01-06,-2,-7,6.0,6.5,1,95,07:48 PM,09:05 AM,08:29 AM,06:01 PM,-10,-9,-5,-9,12,70,72,7.0,1024,-2,5,262,8,20871
2015-01-07,-7,-13,0.0,9.7,1,88,08:44 PM,09:42 AM,08:29 AM,06:02 PM,-13,-17,-8,-17,33,36,69,0.1,1023,-7,9,290,21,20871
2015-01-08,-9,-16,0.0,9.7,2,81,09:40 PM,10:15 AM,08:29 AM,06:03 PM,-17,-20,-12,-20,24,21,70,0.0,1031,-9,10,241,15,20871
2015-01-09,-1,-9,0.0,9.8,1,74,10:35 PM,10:46 AM,08:29 AM,06:04 PM,-11,-12,-5,-12,27,45,63,0.0,1021,-1,9,243,16,20871
2015-01-10,-6,-14,0.0,9.8,2,68,11:30 PM,11:16 AM,08:28 AM,06:05 PM,-15,-16,-10,-16,18,1,68,0.0,1034,-6,10,265,11,20871
2015-01-11,-0,-10,0.0,9.8,2,61,No moonrise,11:45 AM,08:28 AM,06:06 PM,-10,-9,-5,-9,15,36,69,0.3,1036,-0,9,173,8,20871
2015-01-12,3,-1,0.0,4.9,1,54,12:25 AM,12:15 PM,08:28 AM,06:07 PM,-1,-3,1,-3,19,88,91,13.2,1026,3,8,233,11,20871
2015-01-13,-4,-8,0.0,9.8,2,47,01:22 AM,12:46 PM,08:28 AM,06:08 PM,-8,-11,-4,-11,24,26,79,0.5,1034,-4,9,112,16,20871
2015-01-14,-1,-6,1.0,4.9,1,41,02:20 AM,01:21 PM,08:27 AM,06:09 PM,-8,-7,-4,-7,9,76,74,1.2,1028,-1,8,116,6,20871
2015-01-15,2,-5,0.0,9.8,2,34,03:19 AM,02:00 PM,08:27 AM,06:10 PM,-6,-4,-2,-4,9,10,74,0.0,1021,2,10,278,6,20871
2015-01-16,5,-3,0.0,9.8,1,27,04:19 AM,02:45 PM,08:27 AM,06:11 PM,-5,-4,-0,-4,20,28,72,0.0,1018,5,10,242,13,20871
