date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,5,-1,0.0,8.7,2,71,03:22 PM,04:49 AM,08:22 AM,05:52 PM,-9,-4,1,-4,31,14,48,0.0,1022,5,10,241,18,21639
2015-01-02,7,1,0.0,8.7,2,78,04:08 PM,05:48 AM,08:22 AM,05:53 PM,-3,-0,3,-0,19,11,65,0.0,1026,7,10,297,11,21639
2015-01-03,9,1,0.0,3.5,2,85,04:59 PM,06:42 AM,08:22 AM,05:53 PM,2,2,5,2,16,65,81,1.1,1029,9,9,95,9,21639
2015-01-04,17,7,0.0,3.5,3,92,05:52 PM,07:33 AM,08:22 AM,05:54 PM,11,10,12,10,36,79,93,6.6,1014,17,8,226,21,21639
2015-01-05,4,-2,0.0,7.0,1,99,06:46 PM,08:18 AM,08:22 AM,05:55 PM,-6,-4,2,-4,38,16,58,2.0,1025,4,9,301,25,21639
2015-01-06,-1,-5,4.3,3.5,1,95,07:42 PM,08:59 AM,08:22 AM,05:56 PM,-9,-8,-3,-8,14,62,70,5.0,1025,-1,6,244,9,21639
2015-01-07,-4,-10,0.0,8.7,1,88,08:38 PM,09:36 AM,08:22 AM,05:57 PM,-11,-14,-6,-14,39,30,67,0.0,1021,-4,9,299,26,21639
2015-01-08,-8,-12,0.0,8.7,2,81,09:34 PM,10:09 AM,08:22 AM,05:58 PM,-15,-18,-10,-18,30,11,65,0.0,1031,-8,10,264,19,21639
2015-01-09,1,-5,0.1,5.2,1,74,10:29 PM,10:40 AM,08:22 AM,05:59 PM,-9,-9,-3,-9,32,42,63,0.1,1021,1,10,258,19,21639
2015-01-10,-7,-11,0.0,9.8,2,68,11:24 PM,11:10 AM,08:22 AM,06:00 PM,-13,-14,-8,-14,22,0,68,0.0,1034,-7,10,285,14,21639
2015-01-11,3,-6,0.0,9.8,2,61,No moonrise,11:39 AM,08:22 AM,06:01 PM,-8,-6,-1,-6,20,32,60,0.0,1037,3,10,176,11,21639
2015-01-12,4,1,0.0,4.9,1,54,12:19 AM,12:09 PM,08:21 AM,06:02 PM,0,-2,2,-2,18,93,88,34.4,1026,4,8,219,10,21639
2015-01-13,-1,-4,0.1,9.8,2,47,01:16 AM,12:41 PM,08:21 AM,06:03 PM,-6,-8,-2,-8,29,26,73,1.6,1032,-1,10,105,19,21639
2015-01-14,2,-4,1.4,4.9,1,41,02:13 AM,01:16 PM,08:21 AM,06:04 PM,-4,-7,-1,-7,24,87,80,3.2,1027,2,7,65,16,21639
