date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,3,-5,0.0,8.7,2,71,03:28 PM,04:56 AM,08:29 AM,05:57 PM,-14,-6,-1,-6,23,15,39,0.0,1022,3,10,236,13,21704
2015-01-02,5,-2,0.0,8.7,2,78,04:14 PM,05:55 AM,08:29 AM,05:58 PM,-6,-3,1,-3,16,10,62,0.0,1026,5,10,243,9,21704
2015-01-03,3,-1,0.0,3.5,1,85,05:04 PM,06:50 AM,08:29 AM,05:58 PM,-1,-2,2,-2,18,71,81,4.2,1028,3,9,114,10,21704
2015-01-04,12,3,0.0,5.2,2,92,05:57 PM,07:40 AM,08:30 AM,05:59 PM,6,4,7,4,26,81,94,2.6,1013,12,7,218,14,21704
2015-01-05,-0,-5,0.0,9.7,1,99,06:52 PM,08:25 AM,08:30 AM,06:00 PM,-10,-8,-2,-8,36,21,55,0.1,1026,-0,9,299,24,21704
2015-01-06,-2,-7,5.4,6.5,1,95,07:48 PM,09:06 AM,08:29 AM,06:01 PM,-10,-9,-5,-9,12,72,72,6.3,1024,-2,6,260,8,21704
2015-01-07,-7,-13,0.0,9.7,1,88,08:44 PM,09:43 AM,08:29 AM,06:02 PM,-14,-17,-9,-17,33,43,68,0.0,1023,-7,9,288,22,21704
2015-01-08,-9,-16,0.0,9.7,2,81,09:40 PM,10:15 AM,08:29 AM,06:03 PM,-17,-20,-12,-20,25,25,69,0.0,1031,-9,10,239,15,21704
2015-01-09,-1,-10,0.0,9.8,1,74,10:35 PM,10:46 AM,08:29 AM,06:04 PM,-12,-13,-6,-13,27,38,63,0.0,1021,-1,10,240,16,21704
2015-01-10,-6,-15,0.0,9.8,2,68,11:31 PM,11:16 AM,08:29 AM,06:05 PM,-16,-17,-11,-17,17,2,69,0.0,1034,-6,10,263,11,21704
2015-01-11,-1,-10,0.0,9.8,2,61,No moonrise,11:45 AM,08:29 AM,06:06 PM,-10,-9,-5,-9,15,40,70,0.3,1036,-1,9,170,8,21704
2015-01-12,3,-1,0.0,4.9,1,54,12:26 AM,12:15 PM,08:29 AM,06:07 PM,-1,-3,1,-3,19,87,91,9.2,1026,3,7,231,12,21704
2015-01-13,-4,-8,0.0,9.8,2,47,01:23 AM,12:47 PM,08:28 AM,06:08 PM,-8,-11,-5,-11,24,25,79,0.3,1034,-4,9,114,16,21704
2015-01-14,-1,-6,0.5,4.9,1,41,02:20 AM,01:22 PM,08:28 AM,06:09 PM,-8,-7,-4,-7,8,81,73,0.6,1028,-1,9,139,5,21704
2015-01-15,3,-5,0.0,9.8,2,34,03:20 AM,02:00 PM,08:28 AM,06:10 PM,-7,-4,-2,-4,8,11,73,0.0,1021,3,10,275,5,21704
2015-01-16,4,-4,0.0,6.6,1,27,04:20 AM,02:45 PM,08:27 AM,06:11 PM,-5,-4,-0,-4,18,34,72,0.0,1018,4,10,244,12,21704
2015-01-17,1,-4,0.0,8.3,1,20,05:21 AM,03:37 PM,08:27 AM,06:12 PM,-8,-6,-2,-6,13,31,65,0.0,1026,1,10,129,9,21704
