date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,2,-6,0.0,8.7,2,71,03:26 PM,04:55 AM,08:29 AM,05:55 PM,-14,-7,-2,-7,26,15,38,0.0,1021,2,10,238,15,21158
2015-01-02,4,-3,0.0,8.7,2,78,04:12 PM,05:54 AM,08:29 AM,05:56 PM,-6,-4,0,-4,19,9,62,0.0,1026,4,10,282,11,21158
2015-01-03,3,-2,0.0,3.5,1,85,05:02 PM,06:49 AM,08:29 AM,05:56 PM,-2,-4,1,-4,18,71,82,4.3,1029,3,10,111,10,21158
2015-01-04,12,3,0.0,5.2,2,92,05:55 PM,07:40 AM,08:29 AM,05:57 PM,6,4,7,4,28,76,94,2.9,1013,12,7,222,15,21158
2015-01-05,-1,-6,0.0,7.0,1,99,06:50 PM,08:24 AM,08:29 AM,05:58 PM,-10,-9,-2,-9,38,23,56,0.1,1026,-1,9,297,26,21158
2015-01-06,-4,-8,5.0,3.5,1,95,07:46 PM,09:05 AM,08:29 AM,05:59 PM,-11,-11,-6,-11,14,67,71,5.9,1024,-4,6,262,9,21158
2015-01-07,-8,-14,0.0,8.2,1,88,08:42 PM,09:42 AM,08:29 AM,06:00 PM,-14,-18,-9,-18,34,41,70,0.1,1022,-8,9,287,22,21158
2015-01-08,-10,-16,0.0,9.7,2,81,09:38 PM,10:14 AM,08:29 AM,06:01 PM,-17,-21,-13,-21,26,31,72,0.0,1031,-10,10,241,16,21158
2015-01-09,-2,-9,0.0,9.7,1,74,10:33 PM,10:45 AM,08:29 AM,06:02 PM,-12,-13,-6,-13,28,42,66,0.0,1021,-2,10,245,17,21158
2015-01-10,-7,-15,0.0,9.8,2,68,11:29 PM,11:15 AM,08:28 AM,06:03 PM,-16,-18,-12,-18,19,3,72,0.0,1034,-7,10,263,12,21158
2015-01-11,-1,-10,0.0,9.8,2,61,No moonrise,11:44 AM,08:28 AM,06:04 PM,-9,-10,-5,-10,17,34,74,0.2,1036,-1,9,175,9,21158
2015-01-12,2,-1,0.3,4.9,1,54,12:25 AM,12:13 PM,08:28 AM,06:05 PM,-1,-4,1,-4,19,89,92,9.2,1026,2,8,230,12,21158
2015-01-13,-5,-8,0.3,9.8,2,47,01:22 AM,12:45 PM,08:28 AM,06:06 PM,-9,-12,-6,-12,26,22,79,0.3,1034,-5,9,114,17,21158
2015-01-14,-2,-6,0.5,4.9,1,41,02:19 AM,01:20 PM,08:27 AM,06:07 PM,-9,-8,-4,-8,9,88,71,0.6,1028,-2,8,80,7,21158
2015-01-15,2,-5,0.0,9.8,2,34,03:19 AM,01:58 PM,08:27 AM,06:08 PM,-7,-5,-2,-5,10,20,70,0.0,1021,2,10,280,6,21158
2015-01-16,4,-4,0.0,6.6,1,27,04:19 AM,02:43 PM,08:27 AM,06:09 PM,-6,-6,-1,-6,24,34,69,0.0,1018,4,10,290,16,21158
2015-01-17,-0,-6,0.0,9.8,1,20,05:20 AM,03:35 PM,08:26 AM,06:10 PM,-10,-8,-3,-8,17,19,58,0.0,1026,-0,10,116,12,21158
2015-01-18,4,-2,0.0,8.3,1,13,06:19 AM,04:33 PM,08:26 AM,06:11 PM,0,-3,1,-3,17,62,96,4.8,1014,4,10,216,9,21158
2015-01-19,5,-2,0.0,6.6,1,7,07:15 AM,05:39 PM,08:25 AM,06:12 PM,-2,-3,1,-3,19,51,82,0.1,1014,5,10,268,11,21158
2015-01-20,7,-2,0.0,9.9,1,0,08:06 AM,06:48 PM,08:25 AM,06:14 PM,-2,-1,1,-1,8,44,85,0.5,1015,7,9,142,4,21158
2015-01-21,0,-2,3.4,5.0,1,7,08:53 AM,08:00 PM,08:24 AM,06:15 PM,-2,-4,-1,-4,10,73,92,4.7,1020,0,6,119,6,21158
2015-01-22,3,-3,0.9,6.6,1,14,09:35 AM,09:12 PM,08:24 AM,06:16 PM,-1,-3,-0,-3,15,73,93,1.0,1025,3,7,278,9,21158
2015-01-23,2,-4,0.0,8.3,1,20,10:14 AM,10:23 PM,08:23 AM,06:17 PM,-2,-3,-1,-3,11,41,91,4.5,1024,2,7,197,7,21158
