date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2015-01-01,5,-1,0.0,8.7,2,71,03:24 PM,04:50 AM,08:23 AM,05:53 PM,-9,-3,1,-3,29,14,45,0.0,1022,5,10,241,17,21638
2015-01-02,7,1,0.0,8.7,2,78,04:10 PM,05:49 AM,08:23 AM,05:54 PM,-3,-0,3,-0,19,12,63,0.0,1026,7,10,296,10,21638
2015-01-03,8,1,0.0,5.2,2,85,05:00 PM,06:44 AM,08:24 AM,05:55 PM,1,1,4,1,15,61,80,0.8,1029,8,9,91,9,21638
2015-01-04,16,7,0.0,3.5,3,92,05:53 PM,07:35 AM,08:24 AM,05:56 PM,10,9,11,9,35,79,92,6.0,1014,16,8,226,20,21638
2015-01-05,4,-2,0.0,7.0,1,99,06:48 PM,08:19 AM,08:24 AM,05:57 PM,-6,-4,2,-4,37,14,56,1.6,1025,4,9,301,25,21638
2015-01-06,-0,-5,4.4,3.5,1,95,07:44 PM,09:00 AM,08:24 AM,05:58 PM,-9,-7,-3,-7,13,60,70,5.2,1025,-0,6,251,9,21638
2015-01-07,-5,-10,0.0,8.7,1,88,08:40 PM,09:37 AM,08:24 AM,05:59 PM,-11,-14,-6,-14,39,34,69,0.0,1022,-5,9,300,26,21638
2015-01-08,-8,-12,0.0,8.7,2,81,09:36 PM,10:10 AM,08:23 AM,05:59 PM,-15,-18,-10,-18,29,14,67,0.0,1031,-8,10,260,19,21638
2015-01-09,1,-5,0.1,8.2,1,74,10:30 PM,10:41 AM,08:23 AM,06:00 PM,-9,-9,-3,-9,32,37,62,0.2,1021,1,9,257,19,21638
2015-01-10,-6,-11,0.0,9.8,2,68,11:26 PM,11:11 AM,08:23 AM,06:01 PM,-13,-14,-8,-14,22,0,67,0.0,1034,-6,10,272,14,21638
2015-01-11,3,-6,0.0,9.8,2,61,No moonrise,11:41 AM,08:23 AM,06:02 PM,-7,-6,-2,-6,21,31,65,0.0,1036,3,10,174,11,21638
2015-01-12,3,1,0.0,4.9,1,54,12:21 AM,12:10 PM,08:23 AM,06:03 PM,0,-2,2,-2,17,92,88,34.5,1026,3,7,221,10,21638
2015-01-13,-2,-4,0.0,9.8,2,47,01:17 AM,12:42 PM,08:22 AM,06:04 PM,-6,-8,-2,-8,29,25,74,0.8,1032,-2,10,61,19,21638
2015-01-14,1,-4,1.4,4.9,1,41,02:15 AM,01:17 PM,08:22 AM,06:05 PM,-5,-7,-2,-7,21,82,77,2.0,1027,1,6,20,15,21638
2015-01-15,2,-1,0.0,9.8,2,34,03:14 AM,01:56 PM,08:22 AM,06:06 PM,-4,-4,0,-4,19,29,74,0.0,1020,2,10,292,12,21638
2015-01-16,6,-1,0.0,9.9,1,27,04:14 AM,02:41 PM,08:21 AM,06:08 PM,-3,-3,2,-3,35,19,67,0.0,1018,6,10,244,22,21638
2015-01-17,1,-4,0.0,9.9,1,20,05:15 AM,03:33 PM,08:21 AM,06:09 PM,-10,-6,-1,-6,22,17,53,0.0,1027,1,10,103,14,21638
2015-01-18,6,2,0.0,6.6,1,13,06:14 AM,04:31 PM,08:21 AM,06:10 PM,3,0,4,0,23,64,93,57.7,1014,6,7,205,12,21638
2015-01-19,6,2,0.0,9.9,2,7,07:10 AM,05:37 PM,08:20 AM,06:11 PM,-1,-0,4,-0,25,23,75,0.0,1014,6,10,274,15,21638
2015-01-20,7,1,0.0,9.9,1,0,08:01 AM,06:46 PM,08:20 AM,06:12 PM,-1,3,4,3,8,34,73,0.0,1015,7,10,96,4,21638
2015-01-21,2,-2,0.0,6.6,1,7,08:48 AM,07:57 PM,08:19 AM,06:13 PM,-2,-3,0,-3,17,59,82,7.1,1020,2,8,42,11,21638
2015-01-22,5,-2,0.0,10.0,2,14,09:31 AM,09:09 PM,08:19 AM,06:14 PM,-1,-2,1,-2,17,41,87,0.1,1025,5,10,269,10,21638
2015-01-23,3,-2,0.0,8.3,1,20,10:10 AM,10:20 PM,08:18 AM,06:15 PM,-2,-2,1,-2,14,40,81,6.0,1024,3,9,191,9,21638
2015-01-24,4,1,0.0,8.3,1,27,10:48 AM,11:30 PM,08:17 AM,06:16 PM,0,-3,2,-3,34,71,89,39.8,1002,4,6,209,22,21638
2015-01-25,8,1,0.0,8.3,2,34,11:25 AM,No moonset,08:17 AM,06:17 PM,1,1,5,1,25,48,76,0.4,1010,8,9,226,15,21638
2015-01-26,3,-2,0.0,5.0,1,41,12:03 PM,12:37 AM,08:16 AM,06:19 PM,-0,-5,1,-5,38,97,89,8.0,1009,3,4,48,27,21638
2015-01-27,-0,-3,0.0,8.3,1,48,12:42 PM,01:42 AM,08:15 AM,06:20 PM,-4,-9,-2,-9,38,80,82,3.1,1009,-0,3,337,27,21638
